Frame, Time (ms), Delta (ms) , Memory (mb)
 1941,32431.951,21.873,5512
 1942,32453.037,21.085,5512
 1943,32479.105,26.068,5512
 1944,32505.420,26.315,5512
 1945,32525.926,20.506,5512
 1946,32550.141,24.217,5512
 1947,32560.498,10.355,5512
 1948,32581.410,20.913,5512
 1949,32607.939,26.529,5512
 1950,32623.934,15.995,5512
 1951,32647.117,23.184,5512
 1952,32662.920,15.801,5512
 1953,32680.129,17.210,5512
 1954,32704.932,24.802,5512
 1955,32727.674,22.741,5512
 1956,32752.479,24.804,5512
 1957,32774.289,21.813,5512
 1958,32796.742,22.454,5512
 1959,32819.273,22.528,5512
 1960,32844.227,24.956,5512
 1961,32867.410,23.182,5512
 1962,32879.988,12.580,5512
 1963,32902.410,22.421,5512
 1964,32931.078,28.666,5512
 1965,32970.539,39.460,5512
 1966,32991.324,20.788,5512
 1967,33011.012,19.690,5512
 1968,33029.500,18.485,5512
 1969,33053.148,23.649,5512
 1970,33080.891,27.741,5512
 1971,33101.523,20.633,5512
 1972,33126.266,24.743,5512
 1973,33146.637,20.370,5512
 1974,33171.988,25.352,5512
 1975,33188.734,16.748,5512
 1976,33210.496,21.760,5512
 1977,33232.809,22.313,5512
 1978,33254.531,21.720,5512
 1979,33275.723,21.194,5512
 1980,33297.984,22.261,5512
 1981,33318.426,20.441,5512
 1982,33338.504,20.082,5512
 1983,33355.023,16.516,5512
 1984,33383.914,28.890,5512
 1985,33411.594,27.681,5512
 1986,33433.738,22.146,5512
 1987,33454.582,20.842,5512
 1988,33476.949,22.367,5512
 1989,33501.109,24.160,5512
 1990,33521.809,20.700,5512
 1991,33542.977,21.169,5512
 1992,33569.363,26.385,5512
 1993,33594.000,24.637,5512
 1994,33614.598,20.597,5512
 1995,33635.953,21.355,5512
 1996,33648.762,12.811,5512
 1997,33668.637,19.874,5512
 1998,33693.121,24.487,5512
 1999,33714.215,21.090,5512
 2000,33736.824,22.614,5512
 2001,33763.824,26.999,5512
 2002,33787.008,23.185,5512
 2003,33806.535,19.523,5512
 2004,33825.949,19.416,5512
 2005,33847.043,21.090,5512
 2006,33871.250,24.210,5512
 2007,33895.406,24.156,5512
 2008,33913.566,18.160,5512
 2009,33934.879,21.311,5512
 2010,33969.188,34.309,5512
 2011,33995.852,26.665,5512
 2012,34023.590,27.739,5512
 2013,34054.102,30.511,5512
 2014,34075.875,21.774,5512
 2015,34099.898,24.021,5512
 2016,34122.828,22.933,5512
 2017,34146.258,23.429,5512
 2018,34172.926,26.666,5511
 2019,34195.719,22.792,5511
 2020,34214.203,18.483,5511
 2021,34241.172,26.973,5511
 2022,34254.609,13.437,5511
 2023,34280.090,25.482,5511
 2024,34304.074,23.980,5511
 2025,34333.734,29.661,5511
 2026,34356.953,23.220,5511
 2027,34384.312,27.362,5511
 2028,34407.949,23.634,5511
 2029,34432.664,24.715,5511
 2030,34455.723,23.056,5511
 2031,34476.797,21.078,5511
 2032,34495.496,18.700,5511
 2033,34521.164,25.667,5511
 2034,34543.035,21.868,5511
 2035,34570.637,27.604,5511
 2036,34593.105,22.470,5511
 2037,34612.824,19.721,5511
 2038,34634.578,21.752,5511
 2039,34646.598,12.018,5511
 2040,34679.883,33.283,5511
 2041,34701.910,22.028,5511
 2042,34724.195,22.285,5511
 2043,34743.625,19.434,5511
 2044,34765.879,22.251,5511
 2045,34792.648,26.773,5511
 2046,34811.230,18.577,5511
 2047,34827.859,16.627,5511
 2048,34854.695,26.839,5511
 2049,34878.656,23.962,5511
 2050,34904.426,25.769,5511
 2051,34923.109,18.685,5511
 2052,34942.578,19.466,5511
 2053,34958.402,15.823,5511
 2054,34989.656,31.256,5511
 2055,35015.602,25.947,5511
 2056,35036.086,20.482,5511
 2057,35054.898,18.812,5511
 2058,35075.867,20.969,5511
 2059,35103.719,27.851,5511
 2060,35135.504,31.790,5511
 2061,35164.059,28.552,5511
 2062,35193.223,29.163,5511
 2063,35215.051,21.826,5511
 2064,35235.266,20.219,5511
 2065,35257.688,22.418,5511
 2066,35280.918,23.234,5511
 2067,35311.184,30.264,5511
 2068,35331.562,20.381,5511
 2069,35356.219,24.653,5511
 2070,35379.504,23.288,5511
 2071,35400.297,20.792,5511
 2072,35433.867,33.569,5511
 2073,35458.234,24.369,5511
 2074,35477.945,19.712,5511
 2075,35498.281,20.337,5511
 2076,35522.098,23.812,5511
 2077,35542.859,20.760,5511
 2078,35565.281,22.424,5511
 2079,35588.586,23.306,5511
 2080,35608.504,19.918,5511
 2081,35634.941,26.439,5511
 2082,35658.223,23.279,5511
 2083,35680.008,21.790,5511
 2084,35700.312,20.302,5511
 2085,35720.195,19.879,5511
 2086,35748.422,28.230,5511
 2087,35773.246,24.824,5511
 2088,35791.949,18.702,5511
 2089,35816.281,24.333,5511
 2090,35845.586,29.302,5511
 2091,35869.531,23.946,5511
 2092,35893.074,23.543,5511
 2093,35915.129,22.057,5511
 2094,35929.098,13.970,5511
 2095,35955.645,26.545,5511
 2096,35977.148,21.504,5511
 2097,36009.648,32.503,5511
 2098,36032.219,22.564,5511
 2099,36055.609,23.396,5511
 2100,36081.922,26.308,5512
 2101,36094.562,12.642,5512
 2102,36115.434,20.871,5512
 2103,36146.066,30.633,5512
 2104,36166.211,20.144,5512
 2105,36191.555,25.342,5512
 2106,36214.340,22.790,5512
 2107,36235.867,21.526,5512
 2108,36257.828,21.963,5512
 2109,36280.395,22.561,5512
 2110,36298.793,18.402,5512
 2111,36322.008,23.216,5512
 2112,36350.449,28.442,5512
 2113,36370.156,19.706,5512
 2114,36393.977,23.820,5512
 2115,36422.965,28.989,5512
 2116,36441.715,18.747,5512
 2117,36470.930,29.217,5512
 2118,36498.141,27.211,5512
 2119,36519.070,20.928,5512
 2120,36544.859,25.790,5512
 2121,36571.719,26.859,5512
 2122,36600.859,29.141,5512
 2123,36624.281,23.422,5512
 2124,36638.840,14.562,5512
 2125,36660.555,21.709,5512
 2126,36680.406,19.852,5512
 2127,36706.555,26.150,5512
 2128,36732.336,25.783,5512
 2129,36754.223,21.885,5512
 2130,36787.113,32.891,5512
 2131,36831.266,44.150,5512
 2132,36856.137,24.874,5512
 2133,36885.582,29.445,5512
 2134,36926.223,40.640,5512
 2135,36941.094,14.872,5512
 2136,36964.602,23.507,5512
 2137,36986.168,21.569,5512
 2138,37002.078,15.906,5512
 2139,37031.281,29.203,5512
 2140,37059.645,28.365,5512
 2141,37080.250,20.607,5512
 2142,37105.645,25.394,5512
 2143,37135.180,29.530,5512
 2144,37160.930,25.756,5512
 2145,37186.797,25.865,5512
 2146,37213.480,26.683,5513
 2147,37235.074,21.593,5513
 2148,37255.809,20.738,5513
 2149,37289.023,33.212,5513
 2150,37315.930,26.907,5513
 2151,37339.152,23.222,5513
 2152,37361.668,22.518,5513
 2153,37383.430,21.761,5513
 2154,37405.957,22.527,5513
 2155,37429.707,23.749,5513
 2156,37460.465,30.758,5513
 2157,37493.180,32.711,5513
 2158,37521.027,27.852,5513
 2159,37543.246,22.219,5513
 2160,37572.688,29.439,5513
 2161,37601.219,28.534,5513
 2162,37626.773,25.553,5513
 2163,37647.723,20.947,5513
 2164,37665.484,17.765,5513
 2165,37694.453,28.968,5513
 2166,37711.691,17.239,5513
 2167,37737.625,25.935,5513
 2168,37764.848,27.220,5513
 2169,37789.570,24.725,5513
 2170,37816.102,26.529,5513
 2171,37848.684,32.581,5513
 2172,37873.969,25.288,5513
 2173,37898.598,24.628,5513
 2174,37914.812,16.216,5513
 2175,37940.027,25.213,5513
 2176,37958.242,18.217,5513
 2177,37978.852,20.607,5513
 2178,38010.434,31.585,5513
 2179,38038.281,27.844,5513
 2180,38065.410,27.129,5513
 2181,38092.355,26.943,5513
 2182,38123.199,30.846,5513
 2183,38144.477,21.279,5513
 2184,38163.953,19.476,5513
 2185,38185.668,21.716,5513
 2186,38216.336,30.667,5513
 2187,38244.254,27.919,5513
 2188,38271.828,27.576,5513
 2189,38288.230,16.399,5513
 2190,38318.379,30.147,5513
 2191,38346.355,27.975,5513
 2192,38369.473,23.123,5513
 2193,38381.977,12.501,5513
 2194,38405.043,23.066,5513
 2195,38439.246,34.203,5513
 2196,38459.820,20.578,5513
 2197,38486.547,26.722,5513
 2198,38508.387,21.841,5513
 2199,38540.238,31.853,5513
 2200,38564.910,24.671,5513
 2201,38586.801,21.891,5513
 2202,38609.277,22.477,5513
 2203,38644.570,35.294,5513
 2204,38666.438,21.865,5513
 2205,38692.250,25.813,5513
 2206,38718.582,26.332,5513
 2207,38750.664,32.083,5513
 2208,38782.863,32.196,5513
 2209,38806.945,24.083,5513
 2210,38828.809,21.866,5512
 2211,38848.785,19.978,5512
 2212,38876.426,27.638,5512
 2213,38903.648,27.224,5512
 2214,38918.828,15.179,5512
 2215,38944.301,25.473,5512
 2216,38976.051,31.748,5512
 2217,39005.121,29.070,5512
 2218,39027.875,22.753,5512
 2219,39050.992,23.120,5512
 2220,39082.805,31.814,5512
 2221,39104.820,22.016,5512
 2222,39140.242,35.418,5512
 2223,39164.246,24.005,5512
 2224,39185.488,21.244,5512
 2225,39210.035,24.543,5512
 2226,39235.160,25.130,5512
 2227,39260.859,25.697,5512
 2228,39295.434,34.575,5512
 2229,39315.426,19.992,5512
 2230,39347.859,32.431,5512
 2231,39367.977,20.120,5512
 2232,39397.055,29.077,5512
 2233,39418.629,21.575,5512
 2234,39448.480,29.853,5512
 2235,39470.844,22.359,5512
 2236,39490.066,19.226,5512
 2237,39524.691,34.620,5512
 2238,39544.164,19.479,5512
 2239,39573.426,29.260,5512
 2240,39599.488,26.063,5512
 2241,39622.496,23.010,5514
 2242,39649.777,27.276,5514
 2243,39673.891,24.115,5514
 2244,39693.246,19.356,5514
 2245,39718.266,25.020,5514
 2246,39749.969,31.703,5514
 2247,39770.371,20.398,5514
 2248,39790.035,19.666,5514
 2249,39808.234,18.199,5514
 2250,39833.457,25.223,5514
 2251,39856.078,22.621,5514
 2252,39880.309,24.233,5514
 2253,39903.340,23.028,5514
 2254,39927.809,24.470,5514
 2255,39957.227,29.420,5514
 2256,39982.430,25.201,5514
 2257,40000.898,18.470,5514
 2258,40026.867,25.965,5514
 2259,40052.203,25.337,5514
 2260,40079.359,27.158,5514
 2261,40106.562,27.201,5514
 2262,40128.164,21.606,5514
 2263,40155.664,27.498,5514
 2264,40181.227,25.561,5514
 2265,40204.754,23.528,5514
 2266,40239.746,34.991,5514
 2267,40271.289,31.548,5514
 2268,40290.320,19.028,5514
 2269,40319.145,28.827,5514
 2270,40335.074,15.925,4069
 2271,40340.379, 5.307,4069
 2272,40352.941,12.564,4069
 2273,40362.770, 9.826,4070
 2274,40373.488,10.719,4070
 2275,40383.160, 9.673,4070
 2276,40395.734,12.573,4070
 2277,40408.043,12.309,4072
 2278,40422.496,14.454,4072
 2279,40433.945,11.451,4072
 2280,40457.340,23.392,4073
 2281,40466.469, 9.129,4076
 2282,40476.641,10.174,4076
 2283,40486.875,10.230,4076
 2284,40494.613, 7.742,4076
 2285,40502.117, 7.504,4076
 2286,40520.500,18.382,4077
 2287,40528.023, 7.521,4078
 2288,40537.570, 9.548,4078
 2289,40546.641, 9.071,4078
 2290,40561.152,14.514,4080
 2291,40571.715,10.557,4080
 2292,40585.355,13.640,4080
 2293,40595.777,10.426,4080
 2294,40603.617, 7.840,4080
 2295,40615.723,12.105,4080
 2296,40633.211,17.488,4082
 2297,40643.180, 9.968,4083
 2298,40668.895,25.714,4085
 2299,40679.641,10.750,4085
 2300,40690.715,11.071,4085
 2301,40701.309,10.596,4087
 2302,40713.664,12.355,4087
 2303,40726.676,13.007,4087
 2304,40739.422,12.751,4087
 2305,40747.793, 8.371,4087
 2306,40763.594,15.801,4087
 2307,40782.285,18.692,4093
 2308,40796.352,14.063,4093
 2309,40810.844,14.494,4095
 2310,40828.020,17.172,4098
 2311,40837.770, 9.754,4098
 2312,40846.715, 8.945,4098
 2313,40852.148, 5.434,4098
 2314,40862.258,10.108,4098
 2315,40876.602,14.344,4098
 2316,40894.051,17.450,4100
 2317,40904.605,10.554,4101
 2318,40912.227, 7.622,4102
 2319,40926.645,14.419,4102
 2320,40941.660,15.017,4103
 2321,40953.555,11.892,4103
 2322,40966.020,12.462,4104
 2323,40983.797,17.780,4105
 2324,40996.008,12.209,4105
 2325,41007.523,11.516,4106
 2326,41029.762,22.240,4108
 2327,41040.723,10.960,4111
 2328,41049.105, 8.385,4112
 2329,41060.375,11.268,4112
 2330,41071.586,11.213,4112
 2331,41088.027,16.436,4115
 2332,41109.680,21.653,4118
 2333,41122.211,12.531,4118
 2334,41131.031, 8.822,4118
 2335,41141.633,10.605,4118
 2336,41150.934, 9.300,4118
 2337,41171.320,20.385,4118
 2338,41181.609,10.291,4124
 2339,41191.156, 9.547,4124
 2340,41202.914,11.754,4124
 2341,41212.234, 9.322,4124
 2342,41222.551,10.317,4124
 2343,41236.922,14.370,4126
 2344,41242.789, 5.869,4126
 2345,41257.523,14.732,4126
 2346,41269.867,12.344,4128
 2347,41281.676,11.807,4128
 2348,41291.633, 9.961,4128
 2349,41304.445,12.811,4128
 2350,41327.316,22.872,4128
 2351,41341.797,14.481,4131
 2352,41355.152,13.357,4132
 2353,41367.195,12.039,4133
 2354,41379.953,12.759,4134
 2355,41388.812, 8.860,4134
 2356,41396.883, 8.069,4134
 2357,41408.914,12.032,4134
 2358,41416.773, 7.860,4136
 2359,41430.312,13.539,4137
 2360,41446.477,16.165,4137
 2361,41458.227,11.749,4137
 2362,41469.555,11.327,4137
 2363,41480.887,11.332,4139
 2364,41491.156,10.273,4139
 2365,41504.473,13.315,4140
 2366,41521.227,16.754,4140
 2367,41532.332,11.107,4140
 2368,41542.230, 9.894,4140
 2369,41557.523,15.294,4140
 2370,41569.105,11.585,4142
 2371,41586.219,17.108,4143
 2372,41591.895, 5.679,4144
 2373,41605.113,13.221,4144
 2374,41616.992,11.879,4145
 2375,41631.320,14.327,4146
 2376,41644.188,12.866,4148
 2377,41653.922, 9.736,4148
 2378,41664.723,10.796,4148
 2379,41676.566,11.845,4149
 2380,41688.809,12.245,4149
 2381,41702.656,13.848,4150
 2382,41713.113,10.456,4150
 2383,41726.309,13.197,4150
 2384,41740.352,14.039,4151
 2385,41750.395,10.045,4152
 2386,41762.539,12.144,4152
 2387,41774.195,11.656,4152
 2388,41785.996,11.802,4152
 2389,41801.172,15.171,4155
 2390,41813.465,12.296,4155
 2391,41828.844,15.379,4156
 2392,41839.824,10.984,4157
 2393,41849.934,10.107,4157
 2394,41864.777,14.846,4158
 2395,41877.969,13.189,4158
 2396,41887.289, 9.319,4158
 2397,41899.488,12.200,4161
 2398,41912.777,13.290,4161
 2399,41926.090,13.313,4161
 2400,41936.938,10.849,4161
 2401,41951.430,14.491,4166
 2402,41959.090, 7.659,4166
 2403,41971.348,12.256,4166
 2404,41983.082,11.736,4166
 2405,41997.047,13.964,4168
 2406,42009.750,12.705,4168
 2407,42018.355, 8.603,4168
 2408,42035.934,17.581,4168
 2409,42048.238,12.304,4169
 2410,42057.539, 9.301,4170
 2411,42065.840, 8.299,4171
 2412,42083.777,17.940,4171
 2413,42095.180,11.401,4172
 2414,42103.609, 8.429,4172
 2415,42116.449,12.843,4175
 2416,42132.570,16.116,4175
 2417,42145.129,12.563,4181
 2418,42156.230,11.099,4181
 2419,42172.418,16.190,4181
 2420,42179.625, 7.207,4181
 2421,42194.402,14.774,4181
 2422,42204.613,10.212,4182
 2423,42217.113,12.500,4183
 2424,42228.258,11.144,4183
 2425,42241.859,13.601,4183
 2426,42257.855,15.995,4183
 2427,42268.320,10.470,4185
 2428,42280.695,12.371,4185
 2429,42295.691,14.994,4186
 2430,42309.129,13.442,4186
 2431,42319.973,10.844,4186
 2432,42331.883,11.906,4193
 2433,42341.164, 9.285,4193
 2434,42355.926,14.762,4193
 2435,42368.375,12.448,4193
 2436,42381.137,12.762,4193
 2437,42396.051,14.913,4193
 2438,42409.031,12.979,4195
 2439,42420.184,11.152,4198
 2440,42432.762,12.581,4198
 2441,42445.062,12.299,4199
 2442,42457.941,12.881,4201
 2443,42467.367, 9.425,4201
 2444,42487.094,19.727,4201
 2445,42499.422,12.328,4203
 2446,42513.457,14.036,4203
 2447,42531.082,17.623,4204
 2448,42540.914, 9.833,4204
 2449,42548.215, 7.299,4205
 2450,42556.039, 7.825,4205
 2451,42568.477,12.441,4205
 2452,42587.117,18.638,4205
 2453,42599.973,12.856,4207
 2454,42607.172, 7.196,4207
 2455,42621.055,13.886,4207
 2456,42629.250, 8.194,4208
 2457,42649.777,20.528,4208
 2458,42660.578,10.799,4209
 2459,42666.312, 5.738,4209
 2460,42676.273, 9.962,4209
 2461,42691.152,14.878,4209
 2462,42709.895,18.740,4209
 2463,42720.680,10.784,4209
 2464,42732.410,11.734,4209
 2465,42747.176,14.761,4212
 2466,42756.133, 8.961,4212
 2467,42767.980,11.849,4213
 2468,42780.680,12.696,4213
 2469,42793.004,12.324,4213
 2470,42804.648,11.645,4213
 2471,42817.148,12.503,4213
 2472,42828.988,11.838,4213
 2473,42849.012,20.022,4213
 2474,42872.578,23.568,4219
 2475,42882.531, 9.952,4221
 2476,42891.051, 8.520,4221
 2477,42903.160,12.111,4221
 2478,42912.250, 9.087,4223
 2479,42924.629,12.380,4224
 2480,42939.379,14.749,4224
 2481,42956.770,17.393,4224
 2482,42969.516,12.742,4224
 2483,42981.207,11.692,4226
 2484,42988.824, 7.620,4226
 2485,43003.098,14.275,4228
 2486,43017.109,14.009,4228
 2487,43026.820, 9.712,4228
 2488,43038.363,11.543,4228
 2489,43049.816,11.452,4228
 2490,43062.320,12.508,4229
 2491,43076.195,13.871,4229
 2492,43088.453,12.258,4229
 2493,43098.980,10.529,4231
 2494,43111.379,12.395,4232
 2495,43136.922,25.543,4232
 2496,43146.359, 9.439,4234
 2497,43167.148,20.790,4234
 2498,43176.844, 9.694,4234
 2499,43185.473, 8.630,4235
 2500,43193.180, 7.705,4235
 2501,43204.582,11.404,4235
 2502,43212.340, 7.755,4235
 2503,43235.852,23.514,4234
 2504,43248.359,12.507,4234
 2505,43256.707, 8.348,4234
 2506,43272.562,15.856,4234
 2507,43283.809,11.250,4235
 2508,43296.570,12.760,4235
 2509,43307.500,10.928,4235
 2510,43318.676,11.172,4235
 2511,43331.445,12.773,4235
 2512,43347.234,15.787,4235
 2513,43362.059,14.824,4237
 2514,43376.273,14.216,4237
 2515,43397.945,21.673,4242
 2516,43413.293,15.349,4245
 2517,43427.977,14.685,4245
 2518,43437.641, 9.661,4245
 2519,43447.316, 9.679,4245
 2520,43460.004,12.681,4247
 2521,43484.055,24.055,4249
 2522,43490.965, 6.911,4249
 2523,43512.812,21.847,4251
 2524,43522.000, 9.184,4251
 2525,43528.555, 6.559,4251
 2526,43544.781,16.227,4251
 2527,43555.863,11.078,4251
 2528,43571.938,16.076,4253
 2529,43592.309,20.374,4253
 2530,43606.824,14.516,4256
 2531,43620.141,13.314,4256
 2532,43628.215, 8.074,4256
 2533,43634.625, 6.410,4256
 2534,43657.855,23.230,4256
 2535,43670.773,12.919,4262
 2536,43677.727, 6.952,4262
 2537,43687.312, 9.589,4262
 2538,43704.887,17.570,4263
 2539,43726.211,21.325,4265
 2540,43734.141, 7.931,4265
 2541,43752.633,18.495,4265
 2542,43772.836,20.199,4267
 2543,43784.777,11.943,4269
 2544,43799.090,14.311,4269
 2545,43817.105,18.018,4273
 2546,43832.938,15.833,4274
 2547,43843.121,10.184,4276
 2548,43851.492, 8.369,4276
 2549,43858.098, 6.604,4276
 2550,43875.254,17.157,4276
 2551,43894.602,19.348,4278
 2552,43902.750, 8.148,4278
 2553,43914.738,11.987,4278
 2554,43926.258,11.522,4278
 2555,43940.457,14.200,4278
 2556,43963.172,22.712,4278
 2557,43973.953,10.785,4284
 2558,43983.297, 9.344,4284
 2559,43995.836,12.535,4284
 2560,44007.875,12.037,4286
 2561,44020.270,12.398,4286
 2562,44033.176,12.903,4287
 2563,44045.379,12.205,4287
 2564,44059.672,14.292,4287
 2565,44067.758, 8.089,4287
 2566,44080.094,12.335,4287
 2567,44094.121,14.030,4291
 2568,44105.551,11.427,4291
 2569,44123.277,17.726,4293
 2570,44137.477,14.202,4293
 2571,44160.457,22.981,4295
 2572,44171.871,11.411,4295
 2573,44182.289,10.419,4296
 2574,44193.082,10.793,4296
 2575,44205.891,12.806,4296
 2576,44221.289,15.399,4296
 2577,44232.418,11.129,4297
 2578,44249.301,16.886,4299
 2579,44263.438,14.134,4301
 2580,44274.863,11.425,4303
 2581,44285.266,10.404,4303
 2582,44299.953,14.687,4303
 2583,44314.352,14.397,4303
 2584,44321.371, 7.022,4303
 2585,44335.434,14.064,4305
 2586,44352.418,16.981,4305
 2587,44367.105,14.691,4305
 2588,44380.453,13.345,4308
 2589,44393.035,12.579,4308
 2590,44409.363,16.328,4311
 2591,44425.809,16.451,4311
 2592,44444.648,18.839,4311
 2593,44461.113,16.464,4311
 2594,44474.320,13.207,4316
 2595,44486.574,12.252,4317
 2596,44498.379,11.805,4319
 2597,44509.531,11.153,4319
 2598,44521.348,11.815,4319
 2599,44534.922,13.575,4319
 2600,44552.418,17.495,4321
 2601,44566.699,14.282,4321
 2602,44579.105,12.406,4322
 2603,44595.016,15.911,4322
 2604,44608.547,13.533,4325
 2605,44622.234,13.687,4325
 2606,44637.477,15.243,4326
 2607,44657.340,19.862,4327
 2608,44668.027,10.686,4327
 2609,44694.742,26.716,4328
 2610,44704.836,10.092,4329
 2611,44710.785, 5.951,4329
 2612,44728.895,18.110,4329
 2613,44738.375, 9.478,4330
 2614,44748.434,10.060,4330
 2615,44765.992,17.562,4330
 2616,44781.242,15.248,4331
 2617,44792.125,10.882,4331
 2618,44803.027,10.902,4331
 2619,44817.137,14.113,4331
 2620,44831.223,14.083,4332
 2621,44842.688,11.464,4332
 2622,44870.352,27.663,4332
 2623,44897.648,27.302,4334
 2624,44914.336,16.682,4335
 2625,44924.027, 9.693,4335
 2626,44933.461, 9.436,4335
 2627,44946.281,12.819,4335
 2628,44959.969,13.686,4338
 2629,44974.312,14.347,4338
 2630,44992.973,18.659,4340
 2631,45008.797,15.823,4340
 2632,45024.965,16.169,4346
 2633,45037.363,12.395,4346
 2634,45050.562,13.200,4346
 2635,45063.340,12.777,4348
 2636,45076.137,12.801,4348
 2637,45082.770, 6.630,4348
 2638,45095.910,13.140,4348
 2639,45105.445, 9.538,4348
 2640,45123.648,18.204,4348
 2641,45138.602,14.953,4355
 2642,45149.801,11.196,4357
 2643,45160.422,10.621,4357
 2644,45180.000,19.576,4357
 2645,45193.504,13.505,4357
 2646,45204.684,11.179,4357
 2647,45216.207,11.525,4358
 2648,45228.523,12.315,4360
 2649,45241.023,12.501,4360
 2650,45261.609,20.590,4362
 2651,45276.449,14.837,4362
 2652,45294.293,17.846,4367
 2653,45316.250,21.956,4368
 2654,45330.449,14.198,4368
 2655,45338.578, 8.130,4371
 2656,45347.449, 8.872,4371
 2657,45355.320, 7.871,4371
 2658,45370.809,15.487,4372
 2659,45387.953,17.147,4373
 2660,45403.410,15.456,4373
 2661,45415.246,11.834,4374
 2662,45439.754,24.510,4376
 2663,45454.004,14.244,4376
 2664,45471.781,17.783,4378
 2665,45482.551,10.768,4378
 2666,45497.000,14.446,4381
 2667,45511.098,14.099,4384
 2668,45523.785,12.691,4384
 2669,45544.402,20.617,4384
 2670,45561.777,17.373,4386
 2671,45572.691,10.913,4386
 2672,45580.305, 7.618,4386
 2673,45597.348,17.040,4386
 2674,45611.266,13.916,4386
 2675,45625.199,13.934,4391
 2676,45637.164,11.966,4391
 2677,45647.852,10.688,4391
 2678,45662.945,15.094,4391
 2679,45675.555,12.606,4391
 2680,45693.383,17.831,4397
 2681,45713.152,19.771,4398
 2682,45724.969,11.817,4399
 2683,45743.918,18.947,4399
 2684,45767.230,23.313,4402
 2685,45781.371,14.138,4405
 2686,45793.004,11.631,4405
 2687,45807.891,14.889,4405
 2688,45822.270,14.380,4405
 2689,45837.445,15.177,4407
 2690,45854.625,17.178,4408
 2691,45866.551,11.925,4408
 2692,45881.805,15.257,4408
 2693,45896.727,14.919,4413
 2694,45908.738,12.015,4414
 2695,45921.023,12.283,4414
 2696,45937.871,16.848,4415
 2697,45954.238,16.368,4418
 2698,45972.602,18.362,4419
 2699,45987.227,14.625,4419
 2700,46003.914,16.689,4419
 2701,46016.621,12.708,4419
 2702,46035.828,19.202,4424
 2703,46055.113,19.289,4427
 2704,46066.805,11.693,4427
 2705,46080.270,13.462,4427
 2706,46106.609,26.341,4431
 2707,46124.617,18.010,4431
 2708,46145.469,20.850,4431
 2709,46173.551,28.079,4437
 2710,46199.105,25.558,4439
 2711,46209.762,10.654,4439
 2712,46224.012,14.247,4439
 2713,46246.328,22.317,4441
 2714,46253.203, 6.877,4443
 2715,46258.707, 5.505,4443
 2716,46274.441,15.737,4444
 2717,46285.293,10.849,4444
 2718,46298.219,12.924,4446
 2719,46313.156,14.940,4446
 2720,46328.004,14.846,4448
 2721,46337.758, 9.754,4449
 2722,46349.242,11.485,4450
 2723,46363.887,14.644,4450
 2724,46380.883,16.995,4451
 2725,46393.422,12.540,4451
 2726,46409.570,16.150,4451
 2727,46417.762, 8.193,4452
 2728,46434.465,16.704,4452
 2729,46459.414,24.945,4452
 2730,46477.730,18.316,4454
 2731,46494.176,16.444,4455
 2732,46505.297,11.125,4456
 2733,46516.352,11.052,4456
 2734,46538.316,21.969,4456
 2735,46553.031,14.711,4459
 2736,46572.367,19.335,4459
 2737,46591.426,19.061,4462
 2738,46610.383,18.957,4462
 2739,46620.402,10.019,4462
 2740,46639.137,18.734,4464
 2741,46651.254,12.118,4464
 2742,46664.430,13.177,4464
 2743,46674.520,10.087,4465
 2744,46688.590,14.073,4466
 2745,46705.910,17.320,4466
 2746,46720.574,14.662,4466
 2747,46733.977,13.405,4466
 2748,46748.391,14.411,4467
 2749,46763.340,14.950,4467
 2750,46779.012,15.672,4468
 2751,46790.410,11.400,4468
 2752,46802.195,11.781,4470
 2753,46820.473,18.282,4470
 2754,46839.684,19.207,4473
 2755,46851.352,11.669,4474
 2756,46866.535,15.185,4474
 2757,46878.523,11.987,4474
 2758,46889.301,10.781,4474
 2759,46903.152,13.849,4474
 2760,46917.152,14.000,4474
 2761,46932.105,14.956,4476
 2762,46955.316,23.210,4479
 2763,46964.004, 8.684,4480
 2764,46989.242,25.242,4480
 2765,47006.438,17.195,4482
 2766,47024.906,18.466,4484
 2767,47041.652,16.750,4485
 2768,47059.281,17.625,4485
 2769,47074.906,15.626,4485
 2770,47087.492,12.582,4485
 2771,47105.473,17.988,4487
 2772,47122.945,17.468,4487
 2773,47138.770,15.828,4487
 2774,47149.523,10.752,4487
 2775,47159.812,10.290,4487
 2776,47177.383,17.569,4487
 2777,47189.840,12.454,4488
 2778,47208.590,18.753,4488
 2779,47228.395,19.803,4488
 2780,47244.062,15.668,4488
 2781,47261.133,17.072,4490
 2782,47279.305,18.174,4491
 2783,47296.047,16.740,4491
 2784,47319.469,23.423,4494
 2785,47336.934,17.464,4495
 2786,47350.492,13.555,4496
 2787,47364.676,14.183,4496
 2788,47379.625,14.953,4496
 2789,47392.613,12.990,4498
 2790,47401.465, 8.850,4498
 2791,47428.254,26.790,4499
 2792,47445.414,17.160,4501
 2793,47459.547,14.132,4502
 2794,47468.754, 9.208,4502
 2795,47487.129,18.377,4503
 2796,47517.496,30.361,4503
 2797,47527.812,10.322,4503
 2798,47545.609,17.797,4504
 2799,47562.914,17.301,4506
 2800,47571.328, 8.414,4506
 2801,47581.875,10.549,4506
 2802,47606.812,24.937,4506
 2803,47624.934,18.121,4508
 2804,47638.539,13.606,4510
 2805,47647.883, 9.340,4510
 2806,47662.777,14.899,4510
 2807,47685.559,22.778,4511
