Frame, Time (ms), Delta (ms) , Memory (mb)
 6614,99899.711,16.241,4804
 6615,99914.273,14.571,4804
 6616,99930.414,16.129,4804
 6617,99940.570,10.161,4804
 6618,99962.281,21.711,4804
 6619,99975.000,12.715,4804
 6620,99991.492,16.495,4804
 6621,100012.695,21.198,4804
 6622,100021.609, 8.924,4804
 6623,100036.438,14.823,4804
 6624,100053.234,16.801,4804
 6625,100069.352,16.107,4804
 6626,100085.641,16.290,4804
 6627,100105.664,20.028,4804
 6628,100123.461,17.802,4804
 6629,100143.445,19.976,4804
 6630,100155.938,12.501,4804
 6631,100170.258,14.323,4804
 6632,100186.680,16.410,4804
 6633,100207.266,20.592,4804
 6634,100222.859,15.595,4804
 6635,100241.312,18.448,4804
 6636,100256.031,14.718,4804
 6637,100276.008,19.978,4804
 6638,100290.930,14.926,4804
 6639,100306.719,15.782,4804
 6640,100325.922,19.210,4804
 6641,100350.172,24.251,4804
 6642,100364.391,14.218,4804
 6643,100375.523,11.132,4804
 6644,100398.508,22.982,4804
 6645,100412.594,14.090,4804
 6646,100421.570, 8.979,4804
 6647,100436.273,14.697,4804
 6648,100454.023,17.745,4804
 6649,100476.328,22.309,4804
 6650,100491.539,15.214,4804
 6651,100505.125,13.584,4804
 6652,100519.805,14.683,4804
 6653,100540.758,20.945,4804
 6654,100570.867,30.119,4804
 6655,100586.547,15.673,4804
 6656,100611.164,24.621,4804
 6657,100628.867,17.707,4804
 6658,100645.578,16.706,4805
 6659,100654.789, 9.207,4805
 6660,100668.945,14.163,4805
 6661,100687.133,18.184,4805
 6662,100703.617,16.489,4805
 6663,100715.445,11.826,4805
 6664,100733.781,18.331,4805
 6665,100753.367,19.586,4805
 6666,100770.555,17.194,4805
 6667,100789.414,18.850,4805
 6668,100812.398,22.989,4805
 6669,100827.805,15.406,4805
 6670,100836.344, 8.541,4805
 6671,100850.266,13.927,4805
 6672,100867.391,17.118,4805
 6673,100890.758,23.368,4805
 6674,100914.641,23.879,4805
 6675,100938.477,23.843,4805
 6676,100959.008,20.523,4805
 6677,100981.977,22.967,4805
 6678,100995.977,14.007,4805
 6679,101003.602, 7.624,4805
 6680,101036.758,33.160,4805
 6681,101054.594,17.840,4805
 6682,101073.117,18.515,4805
 6683,101092.281,19.170,4805
 6684,101105.906,13.625,4805
 6685,101120.008,14.091,4805
 6686,101136.227,16.230,4805
 6687,101148.414,12.179,4805
 6688,101170.750,22.340,4805
 6689,101195.695,24.939,4805
 6690,101220.258,24.572,4805
 6691,101239.258,19.002,4805
 6692,101255.750,16.489,4805
 6693,101269.055,13.301,4805
 6694,101285.234,16.184,4805
 6695,101303.266,18.028,4805
 6696,101325.461,22.192,4805
 6697,101345.703,20.247,4805
 6698,101363.703,17.999,4805
 6699,101381.016,17.308,4805
 6700,101406.156,25.145,4805
 6701,101419.125,12.970,4805
 6702,101439.047,19.921,4805
 6703,101458.211,19.165,4806
 6704,101474.930,16.723,4806
 6705,101487.766,12.833,4806
 6706,101496.727, 8.952,4806
 6707,101512.133,15.408,4806
 6708,101534.922,22.795,4806
 6709,101547.992,13.065,4806
 6710,101557.617, 9.631,4806
 6711,101576.273,18.656,4806
 6712,101607.586,31.312,4806
 6713,101632.273,24.689,4806
 6714,101657.000,24.720,4806
 6715,101675.625,18.633,4806
 6716,101693.523,17.891,4806
 6717,101712.023,18.503,4806
 6718,101734.148,22.121,4806
 6719,101756.695,22.546,4806
 6720,101777.898,21.208,4806
 6721,101796.984,19.083,4806
 6722,101814.555,17.572,4806
 6723,101828.047,13.490,4806
 6724,101846.469,18.426,4806
 6725,101869.062,22.593,4806
 6726,101895.008,25.943,4806
 6727,101914.422,19.411,4806
 6728,101935.328,20.909,4806
 6729,101954.914,19.587,4806
 6730,101978.617,23.707,4806
 6731,102000.836,22.214,4806
 6732,102024.375,23.535,4806
 6733,102055.984,31.612,4806
 6734,102080.141,24.159,4806
 6735,102092.320,12.175,4806
 6736,102117.062,24.743,4806
 6737,102144.867,27.814,4806
 6738,102162.367,17.492,4806
 6739,102187.203,24.845,4806
 6740,102223.984,36.774,4807
 6741,102247.414,23.426,4807
 6742,102281.703,34.294,4807
 6743,102304.258,22.560,4807
 6744,102335.570,31.313,4807
 6745,102362.508,26.932,4807
 6746,102378.219,15.715,4807
 6747,102402.703,24.477,4807
 6748,102416.516,13.818,4807
 6749,102432.102,15.581,4807
 6750,102455.539,23.441,4807
 6751,102478.469,22.929,4807
 6752,102498.258,19.794,4807
 6753,102521.438,23.171,4807
 6754,102545.859,24.424,4807
 6755,102563.578,17.722,4807
 6756,102576.211,12.637,4807
 6757,102606.453,30.233,4807
 6758,102632.750,26.301,4807
 6759,102654.367,21.616,4807
 6760,102676.523,22.155,4807
 6761,102695.805,19.282,4807
 6762,102708.578,12.773,4807
 6763,102725.164,16.586,4807
 6764,102744.312,19.146,4807
 6765,102767.273,22.971,4807
 6766,102788.758,21.481,4807
 6767,102811.898,23.138,4807
 6768,102830.172,18.275,4807
 6769,102843.602,13.432,4807
 6770,102857.992,14.383,4807
 6771,102873.734,15.742,4807
 6772,102890.070,16.334,4807
 6773,102919.859,29.792,4807
 6774,102942.539,22.686,4807
 6775,102960.734,18.187,4807
 6776,102980.141,19.411,4807
 6777,103002.977,22.831,4807
 6778,103014.992,12.017,4807
 6779,103033.359,18.370,4807
 6780,103051.609,18.251,4807
 6781,103076.844,25.232,4807
 6782,103091.727,14.884,4807
 6783,103125.188,33.463,4807
 6784,103149.477,24.291,4807
 6785,103177.828,28.346,4807
 6786,103195.375,17.548,4807
 6787,103216.555,21.181,4807
 6788,103237.125,20.574,4807
 6789,103261.992,24.858,4807
 6790,103287.031,25.044,4807
 6791,103312.359,25.323,4807
 6792,103341.781,29.429,4807
 6793,103357.391,15.604,4807
 6794,103383.539,26.151,4807
 6795,103406.648,23.109,4807
 6796,103430.000,23.349,4807
 6797,103449.195,19.203,4807
 6798,103465.445,16.242,4807
 6799,103489.609,24.170,4807
 6800,103525.719,36.105,4807
 6801,103555.547,29.830,4807
 6802,103579.555,24.010,4808
 6803,103598.180,18.621,4808
 6804,103626.711,28.532,4808
 6805,103647.461,20.753,4808
 6806,103681.016,33.553,4808
 6807,103708.117,27.101,4808
 6808,103728.477,20.358,4808
 6809,103751.664,23.188,4808
 6810,103768.164,16.506,4808
 6811,103783.391,15.224,4808
 6812,103808.508,25.118,4808
 6813,103825.234,16.725,4808
 6814,103847.836,22.604,4808
 6815,103871.305,23.458,4808
 6816,103901.078,29.782,4808
 6817,103927.062,25.980,4808
 6818,103941.695,14.636,4808
 6819,103964.773,23.076,4808
 6820,103982.047,17.273,4808
 6821,104009.203,27.163,4808
 6822,104030.375,21.162,4809
 6823,104047.672,17.296,4809
 6824,104069.508,21.845,4809
 6825,104087.523,18.016,4809
 6826,104115.695,28.168,4809
 6827,104131.008,15.312,4809
 6828,104152.258,21.256,4809
 6829,104179.859,27.603,4809
 6830,104201.062,21.196,4809
 6831,104224.875,23.813,4809
 6832,104255.750,30.871,4809
 6833,104275.727,19.977,4809
 6834,104295.680,19.957,4809
 6835,104324.586,28.913,4809
 6836,104350.812,26.220,4809
 6837,104373.875,23.063,4809
 6838,104400.266,26.391,4809
 6839,104425.227,24.962,4809
 6840,104450.875,25.650,4809
 6841,104480.875,30.002,4809
 6842,104502.727,21.846,4809
 6843,104527.719,24.990,4809
 6844,104550.000,22.282,4809
 6845,104580.930,30.937,4809
 6846,104612.891,31.961,4809
 6847,104639.969,27.067,4809
 6848,104665.070,25.109,4809
 6849,104687.258,22.186,4809
 6850,104709.656,22.399,4809
 6851,104741.602,31.947,4809
 6852,104763.906,22.302,4809
 6853,104788.711,24.799,4809
 6854,104814.836,26.135,4809
 6855,104848.203,33.368,4809
 6856,104862.828,14.620,4809
 6857,104883.477,20.650,4809
 6858,104904.211,20.739,4809
 6859,104930.188,25.969,4809
 6860,104968.484,38.302,4809
 6861,104986.742,18.252,4809
 6862,105006.258,19.523,4809
 6863,105038.633,32.363,4809
 6864,105063.086,24.456,4809
 6865,105092.914,29.836,4809
 6866,105116.086,23.171,4809
 6867,105146.297,30.204,4809
 6868,105159.320,13.024,4809
 6869,105187.133,27.818,4809
 6870,105211.453,24.319,4809
 6871,105234.742,23.286,4809
 6872,105259.805,25.064,4809
 6873,105290.438,30.632,4809
 6874,105313.453,23.020,4809
 6875,105340.578,27.126,4809
 6876,105364.648,24.066,4809
 6877,105392.328,27.676,4809
 6878,105423.500,31.178,4809
 6879,105450.680,27.178,4809
 6880,105472.008,21.328,4809
 6881,105492.531,20.522,4809
 6882,105511.680,19.149,4809
 6883,105541.789,30.107,4809
 6884,105561.945,20.160,4809
 6885,105588.664,26.712,4809
 6886,105601.797,13.143,4809
 6887,105619.875,18.077,4809
 6888,105647.070,27.190,4809
 6889,105666.719,19.646,4809
 6890,105693.500,26.784,4809
 6891,105716.953,23.457,4809
 6892,105752.086,35.131,4809
 6893,105777.836,25.751,4809
 6894,105798.875,21.040,4809
 6895,105829.641,30.757,4809
 6896,105845.828,16.199,4809
 6897,105867.430,21.592,4809
 6898,105884.719,17.295,4809
 6899,105904.758,20.039,4809
 6900,105923.383,18.626,4809
 6901,105944.539,21.158,4809
 6902,105969.906,25.363,4809
 6903,106002.430,32.520,4809
 6904,106033.508,31.080,4809
 6905,106059.859,26.356,4809
 6906,106085.648,25.786,4809
 6907,106112.570,26.923,4809
 6908,106137.172,24.601,4809
 6909,106159.859,22.690,4809
 6910,106189.469,29.604,4809
 6911,106211.961,22.487,4809
 6912,106242.227,30.275,4809
 6913,106265.695,23.466,4809
 6914,106296.133,30.435,4809
 6915,106318.617,22.490,4809
 6916,106340.578,21.962,4809
 6917,106364.883,24.304,4809
 6918,106389.734,24.847,4809
 6919,106399.719, 9.982,4809
 6920,106416.438,16.724,4809
 6921,106443.727,27.286,4809
 6922,106467.539,23.814,4809
 6923,106485.281,17.748,4809
 6924,106506.719,21.428,4809
 6925,106541.469,34.752,4809
 6926,106564.133,22.667,4809
 6927,106589.336,25.199,4809
 6928,106612.164,22.833,4809
 6929,106637.094,24.930,4809
 6930,106663.844,26.750,4809
 6931,106688.664,24.818,4809
 6932,106714.695,26.026,4809
 6933,106736.148,21.459,4809
 6934,106762.258,26.113,4809
 6935,106785.562,23.301,4809
 6936,106805.977,20.410,4809
 6937,106832.820,26.850,4809
 6938,106854.281,21.466,4809
 6939,106881.383,27.093,4809
 6940,106903.531,22.151,4809
 6941,106925.492,21.965,4809
 6942,106958.906,33.410,4809
 6943,106979.727,20.821,4809
 6944,107007.203,27.481,4809
 6945,107038.555,31.346,4809
 6946,107063.148,24.594,4809
 6947,107081.234,18.085,4809
 6948,107104.695,23.463,4809
 6949,107131.250,26.559,4809
 6950,107151.055,19.794,4809
 6951,107170.945,19.895,4809
 6952,107187.344,16.399,4809
 6953,107207.734,20.388,4809
 6954,107226.320,18.583,4809
 6955,107245.016,18.694,4809
 6956,107268.500,23.495,4809
 6957,107286.078,17.575,4809
 6958,107322.836,36.759,4809
 6959,107342.016,19.177,4809
 6960,107369.422,27.403,4809
 6961,107390.477,21.056,4809
 6962,107409.891,19.416,4809
 6963,107422.828,12.939,4809
 6964,107443.336,20.500,4809
 6965,107470.984,27.649,4809
 6966,107492.641,21.658,4809
 6967,107522.820,30.187,4809
 6968,107542.391,19.567,4809
 6969,107567.414,25.023,4809
 6970,107589.672,22.257,4809
 6971,107611.312,21.641,4809
 6972,107633.094,21.780,4809
 6973,107664.172,31.081,4809
 6974,107686.297,22.124,4809
 6975,107705.047,18.746,4809
 6976,107726.328,21.281,4809
 6977,107752.836,26.515,4809
 6978,107777.141,24.301,4809
 6979,107803.789,26.650,4809
 6980,107830.211,26.428,4809
 6981,107864.039,33.818,4809
 6982,107886.305,22.263,4809
 6983,107908.164,21.866,4809
 6984,107930.180,22.016,4809
 6985,107956.719,26.538,4809
 6986,107981.570,24.857,4809
 6987,108008.891,27.320,4809
 6988,108040.312,31.410,4809
 6989,108069.086,28.778,4809
 6990,108096.789,27.703,4809
 6991,108116.070,19.280,4809
 6992,108147.570,31.508,4809
 6993,108173.938,26.371,4809
 6994,108202.805,28.860,4809
 6995,108227.328,24.522,4809
 6996,108245.344,18.012,4809
 6997,108259.609,14.274,4809
 6998,108275.391,15.776,4809
 6999,108295.445,20.059,4809
 7000,108316.383,20.932,4809
 7001,108352.836,36.458,4809
 7002,108395.633,42.788,4809
 7003,108422.234,26.613,4809
 7004,108449.305,27.065,4809
 7005,108476.070,26.765,4809
 7006,108507.109,31.044,4809
 7007,108528.773,21.662,4809
 7008,108555.656,26.874,4809
 7009,108575.000,19.352,4809
 7010,108596.914,21.919,4809
 7011,108624.438,27.517,4809
 7012,108654.586,30.153,4809
 7013,108691.000,36.404,4809
 7014,108706.562,15.575,4809
 7015,108728.258,21.693,4809
 7016,108756.031,27.765,4809
 7017,108781.195,25.167,4809
 7018,108802.461,21.266,4809
 7019,108835.438,32.979,4809
 7020,108856.648,21.210,4809
 7021,108886.125,29.474,4809
 7022,108912.898,26.778,4809
 7023,108939.312,26.406,4809
 7024,108955.719,16.408,4809
 7025,108980.805,25.086,4810
 7026,109003.438,22.635,4810
 7027,109024.805,21.373,4810
 7028,109050.133,25.323,4810
 7029,109070.258,20.128,4810
 7030,109095.047,24.784,4810
 7031,109112.422,17.380,4810
 7032,109135.406,22.981,4810
 7033,109157.438,22.031,4810
 7034,109180.391,22.955,4810
 7035,109203.250,22.866,4810
 7036,109221.453,18.195,4810
 7037,109242.016,20.558,4810
 7038,109269.531,27.520,4810
 7039,109292.633,23.102,4810
 7040,109321.906,29.277,4810
 7041,109342.664,20.755,4810
 7042,109368.062,25.396,4810
 7043,109404.609,36.552,4810
 7044,109434.258,29.646,4810
 7045,109458.930,24.678,4810
 7046,109487.609,28.675,4810
 7047,109512.242,24.631,4810
 7048,109540.531,28.292,4810
 7049,109562.930,22.395,4810
 7050,109587.008,24.079,4810
 7051,109606.812,19.807,4810
 7052,109627.672,20.852,4810
 7053,109650.086,22.414,4810
 7054,109666.406,16.327,4810
 7055,109695.266,28.862,4810
 7056,109725.172,29.899,4810
 7057,109760.914,35.747,4810
 7058,109783.133,22.219,4810
 7059,109804.492,21.361,4810
 7060,109823.031,18.531,4810
 7061,109845.430,22.399,4810
 7062,109871.680,26.251,4810
 7063,109900.133,28.456,4810
 7064,109925.453,25.317,4810
 7065,109955.750,30.295,4810
 7066,109974.961,19.215,4810
 7067,109999.266,24.311,4810
 7068,110020.367,21.096,4810
 7069,110041.172,20.810,4810
 7070,110072.023,30.842,4810
 7071,110096.039,24.020,4810
 7072,110128.500,32.464,4810
 7073,110151.523,23.023,4810
 7074,110185.711,34.185,4810
 7075,110209.844,24.130,4810
 7076,110234.438,24.595,4810
 7077,110260.797,26.362,4810
 7078,110288.719,27.919,4810
 7079,110317.250,28.538,4810
 7080,110347.117,29.859,4810
 7081,110376.195,29.084,4810
 7082,110400.859,24.666,4810
 7083,110429.641,28.772,4810
 7084,110454.164,24.531,4810
 7085,110485.602,31.440,4810
 7086,110506.406,20.802,4810
 7087,110537.445,31.032,4810
 7088,110561.125,23.687,4809
 7089,110583.180,22.052,4810
 7090,110605.625,22.445,4810
 7091,110624.898,19.274,4810
 7092,110638.344,13.446,4810
 7093,110663.391,25.047,4810
 7094,110679.570,16.177,4810
 7095,110701.805,22.236,4810
 7096,110724.188,22.387,4810
 7097,110745.555,21.363,4810
 7098,110767.664,22.106,4810
 7099,110793.031,25.367,4810
 7100,110816.766,23.735,4810
 7101,110839.695,22.931,4810
 7102,110863.961,24.261,4810
 7103,110889.359,25.400,4810
 7104,110912.656,23.296,4810
 7105,110937.398,24.745,4810
 7106,110964.188,26.790,4810
 7107,110997.156,32.974,4810
 7108,111017.633,20.467,4810
 7109,111036.164,18.536,4810
 7110,111054.977,18.813,4810
 7111,111071.789,16.814,4810
 7112,111089.555,17.770,4810
 7113,111110.172,20.615,4810
 7114,111125.562,15.392,4810
 7115,111151.156,25.594,4810
 7116,111168.648,17.488,4810
 7117,111190.297,21.640,4810
 7118,111214.711,24.416,4810
 7119,111238.633,23.920,4810
 7120,111260.031,21.407,4810
 7121,111285.164,25.135,4810
 7122,111307.594,22.432,4810
 7123,111327.766,20.170,4810
 7124,111346.883,19.114,4810
 7125,111369.828,22.943,4810
 7126,111398.383,28.556,4810
 7127,111429.867,31.485,4810
 7128,111452.016,22.144,4810
 7129,111481.258,29.252,4810
 7130,111500.703,19.435,4810
 7131,111526.469,25.768,4810
 7132,111544.922,18.461,4810
 7133,111571.750,26.821,4810
 7134,111585.242,13.495,4810
 7135,111610.414,25.168,4810
 7136,111637.203,26.798,4810
 7137,111666.766,29.557,4810
 7138,111699.578,32.813,4810
 7139,111727.852,28.273,4810
 7140,111756.867,29.015,4810
 7141,111779.195,22.332,4810
 7142,111816.227,37.032,4810
 7143,111843.117,26.886,4810
 7144,111863.023,19.905,4810
 7145,111881.219,18.199,4810
 7146,111910.359,29.137,4810
 7147,111937.773,27.418,4810
 7148,111964.758,26.977,4810
 7149,111998.008,33.250,4810
 7150,112023.922,25.923,4810
 7151,112048.953,25.022,4810
 7152,112077.961,29.005,4810
 7153,112103.992,26.033,4810
 7154,112129.438,25.450,4810
 7155,112163.625,34.187,4810
 7156,112200.375,36.754,4810
 7157,112222.906,22.529,4810
 7158,112253.094,30.183,4810
 7159,112294.617,41.525,4810
 7160,112321.773,27.158,4810
 7161,112345.273,23.502,4810
 7162,112371.586,26.311,4810
 7163,112394.211,22.624,4810
 7164,112420.727,26.518,4810
 7165,112445.750,25.023,4810
 7166,112485.711,39.961,4810
 7167,112511.734,26.025,4810
 7168,112541.211,29.474,4810
 7169,112561.336,20.122,4810
 7170,112589.125,27.793,4810
 7171,112615.367,26.238,4810
 7172,112643.695,28.327,4810
 7173,112662.055,18.359,4810
 7174,112694.547,32.498,4810
 7175,112727.133,32.584,4811
 7176,112759.453,32.320,4811
 7177,112787.703,28.250,4811
 7178,112816.852,29.154,4811
 7179,112840.703,23.849,4811
 7180,112865.703,24.994,4811
 7181,112892.852,27.159,4811
 7182,112926.578,33.721,4811
 7183,112955.414,28.834,4811
 7184,112973.344,17.930,4811
 7185,112999.719,26.376,4811
 7186,113036.195,36.475,4811
 7187,113060.781,24.586,4811
 7188,113081.797,21.021,4811
 7189,113115.211,33.411,4811
 7190,113140.719,25.504,4811
 7191,113169.617,28.900,4811
 7192,113198.781,29.167,4811
 7193,113222.688,23.906,4811
 7194,113245.398,22.709,4811
 7195,113272.195,26.796,4811
 7196,113299.438,27.241,4811
 7197,113334.695,35.263,4811
 7198,113371.211,36.518,4811
 7199,113394.414,23.195,4811
 7200,113422.578,28.175,4811
 7201,113458.500,35.917,4811
 7202,113487.453,28.951,4811
 7203,113522.461,35.009,4811
 7204,113558.828,36.367,4811
 7205,113587.875,29.044,4811
 7206,113615.328,27.455,4811
 7207,113640.516,25.193,4811
 7208,113664.117,23.598,4811
 7209,113689.492,25.377,4811
 7210,113718.898,29.407,4813
 7211,113742.891,23.987,4813
 7212,113775.734,32.841,4813
 7213,113813.531,37.800,4813
 7214,113838.352,24.815,4813
 7215,113864.750,26.402,4813
 7216,113889.719,24.967,4813
 7217,113904.594,14.882,4813
 7218,113922.164,17.567,4813
 7219,113948.180,26.018,4813
 7220,113983.852,35.669,4813
 7221,114010.039,26.183,4813
 7222,114047.023,36.990,4813
 7223,114074.344,27.313,4813
 7224,114113.586,39.251,4813
 7225,114147.758,34.171,4813
 7226,114172.453,24.695,4813
 7227,114204.891,32.441,4813
 7228,114244.828,39.931,4813
 7229,114279.898,35.073,4813
 7230,114317.812,37.914,4813
 7231,114352.742,34.925,4813
 7232,114373.750,21.010,4813
 7233,114404.492,30.743,4813
 7234,114435.898,31.411,4813
 7235,114467.664,31.761,4813
 7236,114496.625,28.960,4813
 7237,114529.625,32.999,4813
 7238,114563.289,33.666,4813
 7239,114585.422,22.131,4813
 7240,114620.336,34.916,4813
 7241,114649.266,28.936,4813
 7242,114671.516,22.248,4813
 7243,114698.305,26.783,4813
 7244,114722.289,23.983,4813
 7245,114754.547,32.262,4813
 7246,114790.883,36.337,4813
 7247,114823.305,32.416,4813
 7248,114858.117,34.820,4813
 7249,114886.164,28.045,4813
 7250,114918.664,32.495,4813
 7251,114939.891,21.237,4813
 7252,114975.719,35.822,4813
 7253,115007.703,31.978,4813
 7254,115040.305,32.602,4813
 7255,115071.789,31.491,4813
 7256,115099.789,27.999,4813
 7257,115129.047,29.252,4813
 7258,115161.727,32.685,4813
 7259,115196.078,34.351,4813
 7260,115227.727,31.649,4813
 7261,115261.852,34.129,4813
 7262,115298.297,36.435,4813
 7263,115328.070,29.775,4813
 7264,115354.328,26.256,4813
 7265,115387.195,32.874,4813
 7266,115416.539,29.343,4813
 7267,115447.492,30.953,4813
 7268,115474.883,27.390,4813
 7269,115503.766,28.883,4814
 7270,115534.742,30.980,4814
 7271,115565.781,31.034,4814
 7272,115590.727,24.943,4814
 7273,115610.742,20.019,4814
 7274,115629.266,18.530,4814
 7275,115651.156,21.884,4814
 7276,115678.594,27.443,4814
 7277,115701.070,22.470,4814
 7278,115729.961,28.892,4814
 7279,115762.859,32.900,4814
 7280,115785.766,22.909,4814
 7281,115810.789,25.022,4814
 7282,115839.867,29.081,4814
 7283,115861.281,21.409,4814
 7284,115890.852,29.573,4814
 7285,115916.820,25.972,4814
 7286,115947.852,31.031,4814
 7287,115974.062,26.203,4814
 7288,116013.016,38.957,4814
 7289,116047.211,34.198,4814
 7290,116074.039,26.825,4814
 7291,116101.172,27.136,4814
 7292,116149.383,48.210,4814
 7293,116179.648,30.263,4814
 7294,116198.953,19.305,4814
 7295,116225.000,26.042,4814
 7296,116253.727,28.731,4814
 7297,116284.586,30.866,4814
 7298,116326.984,42.387,4814
 7299,116348.008,21.022,4814
 7300,116378.992,30.990,4814
 7301,116415.211,36.224,4814
 7302,116436.633,21.416,4814
 7303,116456.031,19.397,4814
 7304,116478.859,22.833,4814
 7305,116507.477,28.617,4814
 7306,116547.164,39.688,4814
 7307,116585.875,38.712,4814
 7308,116622.992,37.114,4814
 7309,116645.922,22.929,4814
 7310,116686.891,40.973,4814
 7311,116714.172,27.279,4814
 7312,116734.773,20.604,4814
 7313,116756.453,21.676,4815
 7314,116780.562,24.111,4815
 7315,116808.453,27.893,4815
 7316,116833.070,24.615,4815
 7317,116865.344,32.270,4815
 7318,116899.562,34.225,4815
 7319,116925.070,25.505,4815
 7320,116958.688,33.616,4815
 7321,116992.398,33.706,4815
 7322,117022.930,30.538,4815
 7323,117054.438,31.509,4815
 7324,117082.023,27.577,4815
 7325,117102.758,20.740,4815
 7326,117135.250,32.499,4815
 7327,117165.828,30.569,4815
 7328,117197.633,31.802,4815
 7329,117238.352,40.722,4815
 7330,117273.539,35.192,4815
 7331,117307.547,34.007,4815
 7332,117337.586,30.042,4815
 7333,117364.914,27.324,4815
 7334,117389.102,24.185,4815
 7335,117412.227,23.127,4815
 7336,117441.906,29.685,4815
 7337,117486.766,44.854,4815
 7338,117523.812,37.049,4815
 7339,117548.500,24.684,4815
 7340,117592.773,44.272,4815
 7341,117619.133,26.365,4815
 7342,117649.703,30.568,4815
 7343,117674.953,25.241,4815
 7344,117707.875,32.935,4815
 7345,117738.797,30.920,4815
 7346,117760.203,21.404,4815
 7347,117790.500,30.299,4815
 7348,117820.328,29.823,4815
 7349,117858.586,38.264,4815
 7350,117894.523,35.934,4815
 7351,117923.719,29.189,4815
 7352,117956.758,33.047,4815
 7353,117984.195,27.433,4815
 7354,118008.820,24.626,4815
 7355,118041.711,32.888,4815
 7356,118073.836,32.127,4815
 7357,118106.680,32.839,4815
 7358,118143.625,36.951,4815
 7359,118166.070,22.442,4815
 7360,118190.688,24.620,4815
 7361,118219.922,29.242,4815
 7362,118255.984,36.053,4815
 7363,118285.055,29.075,4815
 7364,118309.172,24.114,4815
 7365,118343.750,34.577,4815
 7366,118371.039,27.291,4815
 7367,118401.211,30.173,4815
 7368,118432.086,30.871,4815
 7369,118459.477,27.392,4815
 7370,118491.742,32.270,4815
 7371,118525.000,33.250,4815
 7372,118557.344,32.346,4815
 7373,118588.898,31.562,4815
 7374,118622.164,33.267,4815
 7375,118657.328,35.159,4815
 7376,118691.555,34.229,4815
 7377,118720.023,28.468,4815
 7378,118762.555,42.532,4815
 7379,118795.859,33.308,4815
 7380,118818.656,22.786,4813
 7381,118840.219,21.570,4813
 7382,118870.797,30.575,4814
 7383,118903.352,32.557,4814
 7384,118930.742,27.384,4814
 7385,118965.008,34.268,4814
 7386,118988.859,23.855,4814
 7387,119008.562,19.706,4814
 7388,119044.227,35.664,4814
 7389,119070.102,25.867,4814
 7390,119092.133,22.037,4814
 7391,119136.453,44.321,4814
 7392,119169.945,33.483,4814
 7393,119189.031,19.090,4814
 7394,119230.961,41.932,4814
 7395,119264.672,33.709,4814
 7396,119296.039,31.364,4814
 7397,119332.750,36.717,4814
 7398,119363.453,30.701,4814
 7399,119397.227,33.779,4814
 7400,119437.242,40.014,4814
 7401,119468.953,31.704,4814
 7402,119502.078,33.128,4814
 7403,119532.664,30.585,4814
 7404,119561.117,28.453,4814
 7405,119576.617,15.499,4814
 7406,119599.047,22.436,4814
 7407,119634.625,35.573,4814
 7408,119659.242,24.625,4814
 7409,119692.789,33.542,4814
 7410,119726.102,33.314,4814
 7411,119755.289,29.180,4814
 7412,119784.867,29.586,4814
 7413,119813.344,28.472,4814
 7414,119845.703,32.360,4814
 7415,119877.125,31.421,4814
 7416,119900.656,23.529,4814
 7417,119925.273,24.618,4814
 7418,119960.523,35.253,4814
 7419,119993.578,33.057,4814
 7420,120019.977,26.396,4814
 7421,120049.961,29.979,4814
 7422,120084.117,34.166,4814
 7423,120110.672,26.551,4814
 7424,120140.156,29.483,4814
 7425,120169.133,28.978,4814
 7426,120202.727,33.594,4814
 7427,120231.516,28.788,4814
 7428,120271.586,40.077,4814
 7429,120307.297,35.704,4814
 7430,120336.883,29.593,4814
 7431,120350.562,13.676,4814
 7432,120373.555,22.995,4814
 7433,120398.039,24.480,4814
 7434,120428.086,30.049,4814
 7435,120455.328,27.239,4814
 7436,120476.688,21.360,4814
 7437,120507.289,30.601,4814
 7438,120548.773,41.484,4814
 7439,120581.188,32.421,4814
 7440,120608.211,27.016,4814
 7441,120640.992,32.781,4814
 7442,120659.016,18.024,4814
 7443,120685.406,26.391,4814
 7444,120721.273,35.861,4814
 7445,120742.234,20.971,4814
 7446,120769.109,26.869,4813
 7447,120794.828,25.723,4813
 7448,120822.156,27.328,4813
 7449,120844.789,22.636,4813
 7450,120872.688,27.890,4813
 7451,120900.805,28.124,4813
 7452,120938.102,37.291,4813
 7453,120968.695,30.597,4813
 7454,120992.891,24.201,4813
 7455,121018.602,25.697,4813
 7456,121031.742,13.151,4813
 7457,121055.719,23.971,4813
 7458,121084.875,29.160,4813
 7459,121109.969,25.087,4813
 7460,121145.961,35.991,4813
 7461,121176.484,30.534,4813
 7462,121206.484,29.994,4813
 7463,121230.430,23.948,4813
 7464,121253.164,22.736,4813
 7465,121279.211,26.046,4813
 7466,121311.609,32.391,4813
 7467,121336.914,25.315,4813
 7468,121368.906,31.993,4813
 7469,121388.664,19.751,4813
 7470,121411.516,22.856,4813
 7471,121436.391,24.873,4813
 7472,121466.148,29.760,4813
 7473,121488.781,22.633,4813
 7474,121514.445,25.665,4813
 7475,121533.000,18.553,4813
 7476,121559.289,26.287,4813
 7477,121591.203,31.914,4813
 7478,121625.625,34.418,4813
 7479,121650.180,24.559,4813
 7480,121672.984,22.801,4813
 7481,121694.742,21.758,4813
 7482,121723.648,28.909,4813
 7483,121755.344,31.691,4813
 7484,121784.938,29.599,4813
 7485,121814.977,30.039,4812
