os,cpu,gpu,ram,kernel,driver
Arch Linux,Intel Core i5-4670K CPU @ 3.40GHz,,16304460,5.11.16-zen1-1-zen,4.6 Mesa 21.0.3
fps,frametime,cpu_load,gpu_load,cpu_temp,gpu_temp,gpu_core_clock,gpu_mem_clock,gpu_vram_used,ram_used,elapsed
37.5078,33201,43.3962,0,59,72,1000,1500,2.50688,6.40186,190858
38.1806,32834,43.3962,0,59,72,1000,1500,2.50688,6.40186,100262900
37.7486,33691,43.3962,0,59,72,1000,1500,2.50688,6.40186,200322957
29.9007,33444,45,0,59,72,1000,1500,2.50688,6.40303,300380849
26.6951,32971,45,0,59,72,1000,1500,2.50688,6.40303,400437575
30.0218,16734,45,0,59,72,1000,1500,2.50688,6.40303,500508907
31.4517,33209,45,0,59,72,1000,1500,2.50688,6.40303,600566366
33.3421,16741,45,0,59,72,1000,1500,2.50688,6.40303,700624284
58.1971,17183,37.3832,0,59,72,1000,1500,2.52254,6.40256,800680553
39.9784,16721,37.3832,0,59,72,1000,1500,2.52254,6.40256,900738962
36.9109,33072,37.3832,0,59,72,1000,1500,2.52254,6.40256,1000791708
37.893,33286,37.3832,0,59,72,1000,1500,2.52254,6.40256,1100848714
38.3956,16683,37.3832,0,59,72,1000,1500,2.52254,6.40256,1200904082
37.9973,33339,41.6244,0,58,72,1000,1500,2.50688,6.40418,1300975778
40.0112,16615,41.6244,0,58,72,1000,1500,2.50688,6.40418,1401034212
36.9259,33310,41.6244,0,58,72,1000,1500,2.50688,6.40418,1501069257
37.8973,33306,41.6244,0,58,72,1000,1500,2.50688,6.40418,1601123994
38.3953,16715,41.6244,0,58,72,1000,1500,2.50688,6.40418,1701181248
37.9989,16553,40.201,0,58,72,1000,1500,2.52254,6.40434,1801247559
39.7393,17327,40.201,0,58,72,1000,1500,2.52254,6.40434,1901306121
36.9193,32824,40.201,0,58,72,1000,1500,2.52254,6.40434,2001364561
37.8827,16764,40.201,0,58,72,1000,1500,2.52254,6.40434,2101439761
37.4946,33287,40.201,0,58,72,1000,1500,2.52254,6.40434,2201506336
37.9986,16665,43.5,0,62,72,1000,1500,2.50688,6.40776,2301567675
34.288,33318,43.5,0,62,72,1000,1500,2.50688,6.40776,2401624054
36.9237,33293,43.5,0,62,72,1000,1500,2.50688,6.40776,2501680127
37.7522,17819,43.5,0,62,72,1000,1500,2.50688,6.40776,2601737615
37.4955,16698,43.5,0,62,72,1000,1500,2.50688,6.40776,2701799472
36.7727,33340,38.3495,0,62,72,1000,1500,2.52254,6.40465,2801868879
39.9984,33384,38.3495,0,62,72,1000,1500,2.52254,6.40465,2901927305
39.999,16657,38.3495,0,62,72,1000,1500,2.52254,6.40465,3001985058
38.8211,16697,38.3495,0,62,72,1000,1500,2.52254,6.40465,3102042936
39.0587,17373,38.3495,0,62,72,1000,1500,2.52254,6.40465,3202099421
35.9742,49851,43.5,0,60,72,1000,1500,2.50688,6.40533,3302163564
29.963,33388,43.5,0,60,72,1000,1500,2.50688,6.40533,3402233585
29.8704,17878,43.5,0,60,72,1000,1500,2.50688,6.40533,3502289932
31.8055,32892,43.5,0,60,72,1000,1500,2.50688,6.40533,3602329254
33.9216,16882,43.5,0,60,72,1000,1500,2.50688,6.40533,3702384493
34.0231,33303,43.5,0,60,72,1000,1500,2.50688,6.40533,3802440918
35.7748,17232,36.5854,0,60,72,1000,1500,2.52254,6.40415,3902462552
36.0081,32946,36.5854,0,60,72,1000,1500,2.52254,6.40415,4002519186
37.4978,16678,36.5854,0,60,72,1000,1500,2.52254,6.40415,4102587019
36.5233,33318,36.5854,0,60,72,1000,1500,2.52254,6.40415,4202717357
37.2423,33281,36.5854,0,60,72,1000,1500,2.52254,6.40415,4302774390
44.9964,16666,41.2621,0,60,72,1000,1500,2.50688,6.4051,4402788102
39.9728,33214,41.2621,0,60,72,1000,1500,2.50688,6.4051,4502858667
39.9845,16705,41.2621,0,60,72,1000,1500,2.50688,6.4051,4602915676
38.1804,33280,41.2621,0,60,72,1000,1500,2.50688,6.4051,4702971408
38.5683,16610,41.2621,0,60,72,1000,1500,2.50688,6.4051,4803027600
39.996,33275,39.899,0,60,72,1000,1500,2.52282,6.4035,4903083372
