os,cpu,gpu,ram,kernel,driver
Arch Linux,Intel Core i5-4670K CPU @ 3.40GHz,,16304492,5.11.12-zen1-1-zen,4.6 Mesa 21.0.2
fps,frametime,cpu_load,gpu_load,cpu_temp,gpu_temp,gpu_core_clock,gpu_mem_clock,gpu_vram_used,ram_used,elapsed
43.6391,33122,50.6849,0,58,69,1000,1500,2.53481,7.38142,192065
42.3536,33270,50.6849,0,58,69,1000,1500,2.53481,7.38142,100263744
43.6243,16750,50.6849,0,58,69,1000,1500,2.53481,7.38142,200323674
43.4458,16480,50.6849,0,58,69,1000,1500,2.53481,7.38142,300345732
44.89,16826,46.9697,0,58,69,1000,1500,2.53481,7.38092,400402908
41.9722,33304,46.9697,0,58,69,1000,1500,2.53481,7.38092,500461911
43.9392,16939,46.9697,0,58,69,1000,1500,2.53481,7.38092,600518306
42.8492,16683,46.9697,0,58,69,1000,1500,2.53481,7.38092,700576566
