os,cpu,gpu,ram,kernel,driver
Arch Linux,Intel Core i5-4670K CPU @ 3.40GHz,,16302860,5.12.10-zen1-1-zen,4.6.0 NVIDIA 465.31
fps,frametime,cpu_load,gpu_load,cpu_temp,gpu_temp,gpu_core_clock,gpu_mem_clock,gpu_vram_used,ram_used,elapsed
77.1307,12965,66.6667,63,62,60,1920,7000,4.22229,4.16734,2295459
62.2112,16505,66.6667,63,62,60,1920,7000,4.22229,4.16734,102355873
61.519,16176,66.6667,63,62,60,1920,7000,4.22229,4.16734,202440842
60.4616,17185,66.6667,63,62,60,1920,7000,4.22229,4.16734,302507672
60.9016,14870,66.6667,63,62,60,1920,7000,4.22229,4.16734,402578930
60.6536,16708,54.3147,63,62,60,1920,7000,4.22229,4.16758,502638618
59.7645,17369,54.3147,63,62,60,1920,7000,4.22229,4.16758,602705000
60.1275,16326,54.3147,63,62,60,1920,7000,4.22229,4.16758,702763168
60.0516,13041,54.3147,63,62,60,1920,7000,4.22229,4.16758,802821090
60.0327,16663,54.3147,63,62,60,1920,7000,4.22229,4.16758,902876780
59.8807,17736,54.5455,62,62,60,1920,7000,4.22229,4.16793,1002931386
60.0643,16605,54.5455,62,62,60,1920,7000,4.22229,4.16793,1102986650
60.1223,17643,54.5455,62,62,60,1920,7000,4.22229,4.16793,1203042084
60.287,16525,54.5455,62,62,60,1920,7000,4.22229,4.16793,1303099067
60.1193,16806,54.5455,62,62,60,1920,7000,4.22229,4.16793,1403154646
60.1123,15357,54.5455,62,62,60,1920,7000,4.22229,4.16793,1503224461
60.4595,14849,55.0725,62,65,60,1920,7000,4.22229,4.16824,1603293996
59.7086,17181,55.0725,62,65,60,1920,7000,4.22229,4.16824,1703363250
59.6824,18228,55.0725,62,65,60,1920,7000,4.22229,4.16824,1803418636
60.0494,16057,55.0725,62,65,60,1920,7000,4.22229,4.16824,1903473555
59.85,18522,55.0725,62,65,60,1920,7000,4.22229,4.16824,2003530132
60.6678,18273,54.4554,63,65,60,1920,7000,4.22229,4.16847,2103586909
60.9523,15986,54.4554,63,65,60,1920,7000,4.22229,4.16847,2203642303
60.5368,15736,54.4554,63,65,60,1920,7000,4.22229,4.16847,2303700009
60.4434,14530,54.4554,63,65,60,1920,7000,4.22229,4.16847,2403713713
60.2637,13286,54.4554,63,65,60,1920,7000,4.22229,4.16847,2503779550
60.6006,16673,54.4554,63,64,60,1920,7000,4.22229,4.16776,2603850776
59.0152,20138,54.4554,63,64,60,1920,7000,4.22229,4.16776,2703871853
60.0305,16804,54.4554,63,64,60,1920,7000,4.22229,4.16776,2803928638
60.1142,16379,54.4554,63,64,60,1920,7000,4.22229,4.16776,2903984336
60.0181,16687,54.4554,63,64,60,1920,7000,4.22229,4.16776,3004039921
61.5006,16817,53.7688,63,64,60,1920,7000,4.22229,4.16792,3104096097
60.5418,16319,53.7688,63,64,60,1920,7000,4.22229,4.16792,3204153588
60.1687,14270,53.7688,63,64,60,1920,7000,4.22229,4.16792,3304221536
60.3934,14829,53.7688,63,64,60,1920,7000,4.22229,4.16792,3404289556
60.0234,17930,53.7688,63,64,60,1920,7000,4.22229,4.16792,3504346000
60.1347,15905,54.1463,63,62,60,1920,7000,4.22229,4.16764,3604414992
59.4994,12944,54.1463,63,62,60,1920,7000,4.22229,4.16764,3704481082
59.5297,17351,54.1463,63,62,60,1920,7000,4.22229,4.16764,3804556446
59.9914,16042,54.1463,63,62,60,1920,7000,4.22229,4.16764,3904626608
59.7651,17234,54.1463,63,62,60,1920,7000,4.22229,4.16764,4004682021
61.3899,16102,53.0612,63,62,60,1920,7000,4.22229,4.16715,4104750559
59.6979,18007,53.0612,63,62,60,1920,7000,4.22229,4.16715,4204806942
60.1516,16980,53.0612,63,62,60,1920,7000,4.22229,4.16715,4304877263
60.1462,14566,53.0612,63,62,60,1920,7000,4.22229,4.16715,4404932363
60.1831,16559,53.0612,63,62,60,1920,7000,4.22229,4.16715,4504988510
63.3794,15609,53.6585,63,64,60,1920,7000,4.22229,4.16728,4605045062
59.0184,20668,53.6585,63,64,60,1920,7000,4.22229,4.16728,4705100465
59.5393,17991,53.6585,63,64,60,1920,7000,4.22229,4.16728,4805157258
60.0934,15965,53.6585,63,64,60,1920,7000,4.22229,4.16728,4905212994
59.6918,18616,53.6585,63,64,60,1920,7000,4.22229,4.16728,5005268622
63.7491,14549,61.0256,62,64,60,1920,7000,4.22229,4.16742,5105324816
62.365,15042,61.0256,62,64,60,1920,7000,4.22229,4.16742,5205391225
61.2745,14407,61.0256,62,64,60,1920,7000,4.22229,4.16742,5305461777
60.4723,19125,61.0256,62,64,60,1920,7000,4.22229,4.16742,5405517169
60.2886,19502,61.0256,62,64,60,1920,7000,4.22229,4.16742,5505600602
60.8569,16432,54,62,65,60,1920,7000,4.22229,4.16734,5605657165
58.8681,19262,54,62,65,60,1920,7000,4.22229,4.16734,5705713925
59.9791,16914,54,62,65,60,1920,7000,4.22229,4.16734,5805783280
60.0937,16350,54,62,65,60,1920,7000,4.22229,4.16734,5905852004
59.8791,18123,54,62,65,60,1920,7000,4.22229,4.16734,6005882952
63.1552,15834,52.0202,54,65,60,1920,7000,4.22229,4.16792,6105939005
59.5344,18593,52.0202,54,65,60,1920,7000,4.22229,4.16792,6206120575
60.2396,14263,52.0202,54,65,60,1920,7000,4.22229,4.16792,6306176303
60.2266,17421,52.0202,54,65,60,1920,7000,4.22229,4.16792,6406242096
60.2233,16751,52.0202,54,65,60,1920,7000,4.22229,4.16792,6506319769
60.2035,17093,52.9126,54,63,60,1920,7000,4.22229,4.16806,6606390046
58.4585,19291,52.9126,54,63,60,1920,7000,4.22229,4.16806,6706472687
59.7672,16200,52.9126,54,63,60,1920,7000,4.22229,4.16806,6806542039
60.0268,16822,52.9126,54,63,60,1920,7000,4.22229,4.16806,6906607461
59.6316,18971,52.9126,54,63,60,1920,7000,4.22229,4.16806,7006641073
59.7717,18352,48.7562,54,63,60,1920,7000,4.22229,4.16795,7106709767
61.0979,17309,48.7562,54,63,60,1920,7000,4.22229,4.16795,7206766179
60.313,18003,48.7562,54,63,60,1920,7000,4.22229,4.16795,7306882041
60.3996,15284,48.7562,54,63,60,1920,7000,4.22229,4.16795,7406969035
60.1745,17784,48.7562,54,63,60,1920,7000,4.22229,4.16795,7507026320
60.2436,16635,48.7562,54,63,60,1920,7000,4.22229,4.16795,7607082709
59.9664,16484,48.7805,54,61,60,1920,7000,4.22229,4.16806,7707138409
60.0401,15667,48.7805,54,61,60,1920,7000,4.22229,4.16806,7807195477
60.0463,16992,48.7805,54,61,60,1920,7000,4.22229,4.16806,7907269801
59.8726,15480,48.7805,54,61,60,1920,7000,4.22229,4.16806,8007326035
59.9732,17588,48.7805,54,61,60,1920,7000,4.22229,4.16806,8107381616
58.6794,14428,46.5686,53,61,60,1920,7000,4.22229,4.16791,8207438795
59.824,16935,46.5686,53,61,60,1920,7000,4.22229,4.16791,8307465040
59.6808,18552,46.5686,53,61,60,1920,7000,4.22229,4.16791,8407523027
60.0117,15762,46.5686,53,61,60,1920,7000,4.22229,4.16791,8507579066
59.9952,16617,46.5686,53,61,60,1920,7000,4.22229,4.16791,8607636103
60.5446,17223,43.4343,53,65,60,1920,7000,4.22229,4.16829,8707888146
59.9948,17632,43.4343,53,65,60,1920,7000,4.22229,4.16829,8807944750
60.2129,15508,43.4343,53,65,60,1920,7000,4.22229,4.16829,8908015399
59.9186,18211,43.4343,53,65,60,1920,7000,4.22229,4.16829,9008072357
60.1562,16547,43.4343,53,65,60,1920,7000,4.22229,4.16829,9108371601
