os,cpu,gpu,ram,kernel,driver
Arch Linux,Intel Core i5-4670K CPU @ 3.40GHz,,16304492,5.11.12-zen1-1-zen,4.6 Mesa 21.0.2
fps,frametime,cpu_load,gpu_load,cpu_temp,gpu_temp,gpu_core_clock,gpu_mem_clock,gpu_vram_used,ram_used,elapsed
35.0004,33288,39.2405,0,57,69,1000,1500,2.51678,5.70421,185576
35.295,33227,39.2405,0,57,69,1000,1500,2.51678,5.70421,100253914
34.9972,33363,39.2405,0,57,69,1000,1500,2.51678,5.70421,200312792
35.172,33321,39.2405,0,57,69,1000,1500,2.51678,5.70421,300372274
36.0135,33316,41.7323,0,60,69,1000,1500,2.50112,5.70378,400428821
38.1904,16617,41.7323,0,60,69,1000,1500,2.50112,5.70378,500489284
38.1904,16617,41.7323,0,60,69,1000,1500,2.50112,5.70378,600556646
38.1904,16617,41.7323,0,60,69,1000,1500,2.50112,5.70378,700626419
38.1904,16617,41.7323,0,60,69,1000,1500,2.50112,5.70378,800695563
38.1904,16617,41.7323,0,60,69,1000,1500,2.50112,5.70378,900768045
38.1904,16617,41.7323,0,60,69,1000,1500,2.50112,5.70378,1000838621
38.1904,16617,41.7323,0,60,69,1000,1500,2.50112,5.70378,1100910182
38.1904,16617,41.7323,0,60,69,1000,1500,2.50112,5.70378,1200968272
8.17777,794970,37.1134,0,68,65,1000,1500,2.51678,5.80661,1301036244
8.17777,794970,37.1134,0,68,65,1000,1500,2.51678,5.80661,1401104488
8.17777,794970,37.1134,0,68,65,1000,1500,2.51678,5.80661,1501173404
8.17777,794970,37.1134,0,68,65,1000,1500,2.51678,5.80661,1601249635
8.17777,794970,37.1134,0,68,65,1000,1500,2.51678,5.80661,1701326072
8.17777,794970,37.1134,0,68,65,1000,1500,2.51678,5.80661,1801386085
8.17777,794970,37.1134,0,68,65,1000,1500,2.51678,5.80661,1901459331
8.17777,794970,37.1134,0,68,65,1000,1500,2.51678,5.80661,2001515862
8.17777,794970,37.1134,0,68,65,1000,1500,2.51678,5.80661,2101573382
8.17777,794970,37.1134,0,68,65,1000,1500,2.51678,5.80661,2201646133
8.17777,794970,37.1134,0,68,65,1000,1500,2.51678,5.80661,2301702092
0.955964,1046064,41.1483,0,62,64,1000,1500,2.51678,5.85707,2401711744
10.5593,94703,41.1483,0,62,64,1000,1500,2.51678,5.85707,2501767662
17.0398,22845,41.1483,0,62,64,1000,1500,2.51678,5.85707,2601825371
