os,cpu,gpu,ram,kernel,driver
Arch Linux,Intel Core i5-4670K CPU @ 3.40GHz,,16304496,5.11.4-zen1-1-zen,4.6 Mesa 20.3.4
fps,frametime,cpu_load,gpu_load,cpu_temp,gpu_temp,gpu_core_clock,gpu_mem_clock,gpu_vram_used,ram_used,elapsed
47.3724,33310,33.871,0,52,67,1000,1500,0.995525,7.50721,348042
48.0008,16659,33.871,0,52,67,1000,1500,0.995525,7.50721,100418015
48.387,16671,35,0,52,67,1000,1500,0.971806,7.50957,200476283
39.872,33643,35,0,52,67,1000,1500,0.971806,7.50957,300550873
44.9951,16671,35,0,52,67,1000,1500,0.971806,7.50957,400607951
46.6657,16631,35,0,52,67,1000,1500,0.971806,7.50957,500665917
46.9529,16670,35,0,52,67,1000,1500,0.971806,7.50957,600734710
45.995,33358,29.798,0,48,67,1000,1500,0.995525,7.50777,700792837
50.011,16642,29.798,0,48,67,1000,1500,0.995525,7.50777,800849000
49.7834,15330,29.798,0,48,67,1000,1500,0.995525,7.50777,900956943
46.651,33461,29.798,0,48,67,1000,1500,0.995525,7.50777,1001013126
44.9814,33301,29.798,0,48,67,1000,1500,0.995525,7.50777,1101074672
41.961,33752,38.191,0,48,67,1000,1500,0.971806,7.50741,1204227530
50.2285,16579,38.191,0,48,67,1000,1500,0.971806,7.50741,1304267655
