os,cpu,gpu,ram,kernel,driver
Arch Linux,Intel Core i5-4670K CPU @ 3.40GHz,,16304064,5.12.7-zen1-1-zen,4.6 Mesa 21.1.1
fps,frametime,cpu_load,gpu_load,cpu_temp,gpu_temp,gpu_core_clock,gpu_mem_clock,gpu_vram_used,ram_used,elapsed
59.1899,24930,81.7308,0,75,72,1000,1500,2.91528,3.94101,3339641
64.6552,21556,100,0,75,72,1000,1500,2.91528,3.94101,103394481
60.8269,11221,100,0,75,72,1000,1500,2.91528,3.94101,203454187
57.5896,23422,100,0,75,72,1000,1500,2.91528,3.94101,303513920
53.1691,26028,100,0,75,72,1000,1500,2.91528,3.94101,403570889
54.9185,16299,100,0,75,72,1000,1500,2.91528,3.94101,503629535
52.3876,19245,87.4396,0,77,72,1000,1500,2.91528,3.94236,603699835
28.7684,97448,87.4396,0,77,72,1000,1500,2.91528,3.94236,703757104
29.6646,34362,87.4396,0,77,72,1000,1500,2.91528,3.94236,803813935
31.9778,22774,87.4396,0,77,72,1000,1500,2.91528,3.94236,903942606
34.8385,21585,87.4396,0,77,72,1000,1500,2.91528,3.94236,1004000534
39.4345,26213,71.5,0,77,71,1000,1500,2.91528,3.94097,1104056426
42.3829,22887,71.5,0,77,71,1000,1500,2.91528,3.94097,1204112339
45.1673,22375,71.5,0,77,71,1000,1500,2.91528,3.94097,1304168526
44.2232,22078,71.5,0,77,71,1000,1500,2.91528,3.94097,1404226819
43.0635,37526,71.5,0,77,71,1000,1500,2.91528,3.94097,1504281897
43.6967,22885,78.5714,0,75,71,1000,1500,2.91528,3.94356,1604348622
36.3095,33524,78.5714,0,75,71,1000,1500,2.91528,3.94356,1704852731
37.7292,23209,78.5714,0,75,71,1000,1500,2.91528,3.94356,1804909740
40.0643,21036,78.5714,0,75,71,1000,1500,2.91528,3.94356,1904965875
45.6725,10316,78.5714,0,75,71,1000,1500,2.91528,3.94356,2005031887
67.3514,13865,72.8643,0,75,72,1000,1500,2.91528,3.93986,2105088831
65.8371,16328,72.8643,0,75,72,1000,1500,2.91528,3.93986,2205145144
63.1475,16850,72.8643,0,75,72,1000,1500,2.91528,3.93986,2305213874
62.1463,16959,72.8643,0,75,72,1000,1500,2.91528,3.93986,2405271065
61.6811,16667,72.8643,0,75,72,1000,1500,2.91528,3.93986,2505329049
70.8818,14108,63.9024,0,70,72,1000,1500,2.91528,3.93779,2605398616
61.2836,16713,63.9024,0,70,72,1000,1500,2.91528,3.93779,2705464356
60.687,16673,63.9024,0,70,72,1000,1500,2.91528,3.93779,2805520415
60.4451,16573,63.9024,0,70,72,1000,1500,2.91528,3.93779,2905587218
60.3457,16614,63.9024,0,70,72,1000,1500,2.91528,3.93779,3005669368
60.2833,16658,65.2174,0,70,72,1000,1500,2.91528,3.9372,3105725848
60.0065,16693,65.2174,0,70,72,1000,1500,2.91528,3.9372,3205782188
60.0182,16607,65.2174,0,70,72,1000,1500,2.91528,3.9372,3305839779
60.0081,16623,65.2174,0,70,72,1000,1500,2.91528,3.9372,3405896302
60.0024,16601,65.2174,0,70,72,1000,1500,2.91528,3.9372,3505952131
60.3646,16566,64,0,73,73,1000,1500,2.91528,3.93764,3606008373
60.0858,16644,64,0,73,73,1000,1500,2.91528,3.93764,3706064078
60.0406,16302,64,0,73,73,1000,1500,2.91528,3.93764,3806129160
60.0087,16784,64,0,73,73,1000,1500,2.91528,3.93764,3906185580
60.0289,16441,64,0,73,73,1000,1500,2.91528,3.93764,4006243623
62.3714,16033,71,0,73,72,1000,1500,2.91528,3.93747,4106312247
60.2934,16721,71,0,73,72,1000,1500,2.91528,3.93747,4206367399
60.1596,16700,71,0,73,72,1000,1500,2.91528,3.93747,4306395169
60.1049,16165,71,0,73,72,1000,1500,2.91528,3.93747,4406450487
60.0889,16669,71,0,73,72,1000,1500,2.91528,3.93747,4506506157
60.0623,16670,63.285,0,68,73,1000,1500,2.91528,3.93835,4606606363
