os,cpu,gpu,ram,kernel,driver
Arch Linux,Intel Core i5-4670K CPU @ 3.40GHz,,16309452,5.8.9-zen2-1-zen,4.6.0 NVIDIA 450.66
fps,cpu_load,gpu_load,cpu_temp,gpu_temp,gpu_core_clock,gpu_mem_clock,gpu_vram_used,ram_used,elapsed
60.0412,12,33,39,37,405,324,0.335876,4.31806,41836663
59.7626,12,33,39,37,405,324,0.335876,4.31806,41936787
60.0165,12,33,39,37,405,324,0.335876,4.31806,42036916
60.0237,12,33,39,37,405,324,0.335876,4.31806,42137007
59.9161,12,33,40,37,405,324,0.335876,4.31851,42237096
59.5437,12,33,40,37,405,324,0.335876,4.31851,42337174
60.0014,12,33,40,37,405,324,0.335876,4.31851,42437263
59.9911,12,33,40,37,405,324,0.335876,4.31851,42537380
59.9917,12,33,40,37,405,324,0.335876,4.31851,42637497
59.9772,11,33,40,37,405,324,0.335876,4.31804,42737573
59.9623,11,33,40,37,405,324,0.335876,4.31804,42837652
60.2415,11,33,40,37,405,324,0.335876,4.31804,42937768
60.1837,11,33,40,37,405,324,0.335876,4.31804,43037886
60.1437,11,33,40,37,405,324,0.335876,4.31804,43138004
60.1111,12,33,40,37,405,324,0.335876,4.31783,43238073
59.9928,12,33,40,37,405,324,0.335876,4.31783,43338196
59.9329,12,33,40,37,405,324,0.335876,4.31783,43438271
60.0034,12,33,40,37,405,324,0.335876,4.31783,43538349
60.0315,12,33,40,37,405,324,0.335876,4.31783,43638413
59.9896,50,27,40,37,405,324,0.335876,4.36152,43738488
59.4601,50,27,40,37,405,324,0.335876,4.36152,43838570
60.0498,50,27,40,37,405,324,0.335876,4.36152,43938628
60.0248,50,27,40,37,405,324,0.335876,4.36152,44038695
59.8696,50,27,40,37,405,324,0.335876,4.36152,44138759
59.9543,52,33,42,37,405,324,0.335876,4.3531,44238831
60.3682,52,33,42,37,405,324,0.335876,4.3531,44338952
60.1398,52,33,42,37,405,324,0.335876,4.3531,44439059
60.1088,52,33,42,37,405,324,0.335876,4.3531,44539135
60.0718,52,33,42,37,405,324,0.335876,4.3531,44639266
60.0762,52,33,42,37,405,324,0.335876,4.3531,44739328
59.9707,53,33,42,37,405,324,0.335876,4.36097,44839392
60.3408,53,33,42,37,405,324,0.335876,4.36097,44939452
60.0035,53,33,42,37,405,324,0.335876,4.36097,45039512
60.0015,53,33,42,37,405,324,0.335876,4.36097,45139571
60.0013,53,33,42,37,405,324,0.335876,4.36097,45239647
60.7224,50,33,46,37,405,324,0.335876,4.42923,45339765
60.4007,50,33,46,37,405,324,0.335876,4.42923,45439841
60.2312,50,33,46,37,405,324,0.335876,4.42923,45539940
60.1628,50,33,46,37,405,324,0.335876,4.42923,45640009
60.1229,50,33,46,37,405,324,0.335876,4.42923,45740077
60.033,37,32,46,37,405,324,0.335876,4.41887,45840144
60.0064,37,32,46,37,405,324,0.335876,4.41887,45940220
60.0078,37,32,46,37,405,324,0.335876,4.41887,46040292
59.7172,37,32,46,37,405,324,0.335876,4.41887,46140370
59.9422,37,32,46,37,405,324,0.335876,4.41887,46240494
59.4106,25,26,40,37,405,324,0.335876,4.41924,46340566
60.1685,25,26,40,37,405,324,0.335876,4.41924,46440631
60.1068,25,26,40,37,405,324,0.335876,4.41924,46540702
60.0788,25,26,40,37,405,324,0.335876,4.41924,46640774
60.0393,25,26,40,37,405,324,0.335876,4.41924,46740834
59.4436,32,12,40,37,405,324,0.335876,4.41946,46840910
59.8707,32,12,40,37,405,324,0.335876,4.41946,46940982
59.9693,32,12,40,37,405,324,0.335876,4.41946,47041051
59.9745,32,12,40,37,405,324,0.335876,4.41946,47141118
