os,cpu,gpu,ram,kernel,driver
Arch Linux,Intel Core i5-4670K CPU @ 3.40GHz,,16309452,5.8.9-zen2-1-zen,4.6.0 NVIDIA 450.66
fps,cpu_load,gpu_load,cpu_temp,gpu_temp,gpu_core_clock,gpu_mem_clock,gpu_vram_used,ram_used,elapsed
60.0026,9,8,40,38,1227,3505,0.335876,4.31845,16114772
59.6917,12,8,40,39,1227,3505,0.335876,4.31773,16214848
60.0035,12,8,40,39,1227,3505,0.335876,4.31773,16314914
59.9309,12,8,40,39,1227,3505,0.335876,4.31773,16414984
59.9738,12,8,40,39,1227,3505,0.335876,4.31773,16515050
59.9687,12,8,40,39,1227,3505,0.335876,4.31773,16615146
60.0546,18,9,40,38,1227,3505,0.335876,4.31789,16715217
60.0391,18,9,40,38,1227,3505,0.335876,4.31789,16815282
59.9995,18,9,40,38,1227,3505,0.335876,4.31789,16915351
60.0034,18,9,40,38,1227,3505,0.335876,4.31789,17015432
60.0066,18,9,40,38,1227,3505,0.335876,4.31789,17115499
60.0168,22,9,41,39,1227,3505,0.335876,4.31776,17215572
60.0328,22,9,41,39,1227,3505,0.335876,4.31776,17315656
60.0593,22,9,41,39,1227,3505,0.335876,4.31776,17415732
60.0201,22,9,41,39,1227,3505,0.335876,4.31776,17515848
60.0083,22,9,41,39,1227,3505,0.335876,4.31776,17615929
60.0186,15,9,41,38,1227,3505,0.335876,4.31756,17716003
60.0686,15,9,41,38,1227,3505,0.335876,4.31756,17816082
60.0505,15,9,41,38,1227,3505,0.335876,4.31756,17916147
60.0155,15,9,41,38,1227,3505,0.335876,4.31756,18016229
60.0312,15,9,41,38,1227,3505,0.335876,4.31756,18116315
60.3136,16,9,40,38,1227,3505,0.335876,4.31754,18216397
60.0256,16,9,40,38,1227,3505,0.335876,4.31754,18316475
60.0226,16,9,40,38,1227,3505,0.335876,4.31754,18416551
60.0456,16,9,40,38,1227,3505,0.335876,4.31754,18516610
59.992,16,9,40,38,1227,3505,0.335876,4.31754,18616691
60.0246,12,8,40,38,1227,3505,0.335876,4.31778,18716753
59.9928,12,8,40,38,1227,3505,0.335876,4.31778,18816824
59.9179,12,8,40,38,1227,3505,0.335876,4.31778,18916902
59.9361,12,8,40,38,1227,3505,0.335876,4.31778,19016979
59.9666,12,8,40,38,1227,3505,0.335876,4.31778,19117056
59.9647,14,9,41,38,1227,3505,0.335876,4.31825,19217134
60.0787,14,9,41,38,1227,3505,0.335876,4.31825,19317211
60.0192,14,9,41,38,1227,3505,0.335876,4.31825,19417293
60.013,14,9,41,38,1227,3505,0.335876,4.31825,19517368
60.0246,14,9,41,38,1227,3505,0.335876,4.31825,19617444
60.0083,14,9,41,38,1227,3505,0.335876,4.31825,19717529
59.9176,16,9,41,38,1227,3505,0.335876,4.3191,19817617
60.0086,16,9,41,38,1227,3505,0.335876,4.3191,19917692
59.9965,16,9,41,38,1227,3505,0.335876,4.3191,20017772
59.9702,16,9,41,38,1227,3505,0.335876,4.3191,20117859
59.9825,16,9,41,38,1227,3505,0.335876,4.3191,20217916
60.1844,9,8,39,39,1227,3505,0.335876,4.31815,20318017
59.9968,9,8,39,39,1227,3505,0.335876,4.31815,20418091
60.0543,9,8,39,39,1227,3505,0.335876,4.31815,20518153
60.0444,9,8,39,39,1227,3505,0.335876,4.31815,20618225
60.0323,9,8,39,39,1227,3505,0.335876,4.31815,20718283
59.9853,10,7,39,38,1227,3505,0.335876,4.31816,20818348
59.8992,10,7,39,38,1227,3505,0.335876,4.31816,20918450
59.9487,10,7,39,38,1227,3505,0.335876,4.31816,21018573
59.9636,10,7,39,38,1227,3505,0.335876,4.31816,21118703
59.9703,10,7,39,38,1227,3505,0.335876,4.31816,21218774
59.9386,12,8,41,39,1227,3505,0.335876,4.31787,21318856
59.952,12,8,41,39,1227,3505,0.335876,4.31787,21418917
59.9975,12,8,41,39,1227,3505,0.335876,4.31787,21518988
60.0049,12,8,41,39,1227,3505,0.335876,4.31787,21619096
59.9974,12,8,41,39,1227,3505,0.335876,4.31787,21719213
59.8892,12,8,41,39,1227,3505,0.335876,4.3175,21819293
60.0107,12,8,41,39,1227,3505,0.335876,4.3175,21919369
60.0398,12,8,41,39,1227,3505,0.335876,4.3175,22019473
60.0296,12,8,41,39,1227,3505,0.335876,4.3175,22119586
60.0001,12,8,41,39,1227,3505,0.335876,4.3175,22219658
60.024,11,8,40,39,1227,3505,0.335876,4.31704,22319728
60.0436,11,8,40,39,1227,3505,0.335876,4.31704,22419831
60.0146,11,8,40,39,1227,3505,0.335876,4.31704,22519948
59.9931,11,8,40,39,1227,3505,0.335876,4.31704,22620065
59.9729,11,8,40,39,1227,3505,0.335876,4.31704,22720134
60.3719,18,9,40,38,1227,3505,0.335876,4.31742,22820249
59.9484,18,9,40,38,1227,3505,0.335876,4.31742,22920333
60.0438,18,9,40,38,1227,3505,0.335876,4.31742,23020450
60.0017,18,9,40,38,1227,3505,0.335876,4.31742,23120568
60.0081,18,9,40,38,1227,3505,0.335876,4.31742,23220693
60.2156,17,9,40,39,1227,3505,0.335876,4.31796,23320815
60.0312,17,9,40,39,1227,3505,0.335876,4.31796,23420933
60.0215,17,9,40,39,1227,3505,0.335876,4.31796,23521052
59.9946,17,9,40,39,1227,3505,0.335876,4.31796,23621175
60.0144,17,9,40,39,1227,3505,0.335876,4.31796,23721292
59.9979,11,8,40,39,1227,3505,0.335876,4.31723,23821414
60.1034,11,8,40,39,1227,3505,0.335876,4.31723,23921515
60.1193,11,8,40,39,1227,3505,0.335876,4.31723,24021592
60.0184,11,8,40,39,1227,3505,0.335876,4.31723,24121708
60.0327,11,8,40,39,1227,3505,0.335876,4.31723,24221783
60.0424,11,8,40,39,1227,3505,0.335876,4.31723,24321866
59.9348,12,8,40,39,1227,3505,0.335876,4.31697,24421988
59.9161,12,8,40,39,1227,3505,0.335876,4.31697,24522105
59.9506,12,8,40,39,1227,3505,0.335876,4.31697,24622228
59.9927,12,8,40,39,1227,3505,0.335876,4.31697,24722303
60.0005,12,8,40,39,1227,3505,0.335876,4.31697,24822391
59.8724,14,7,40,39,1227,3505,0.335876,4.31712,24922507
59.9586,14,7,40,39,1227,3505,0.335876,4.31712,25022626
59.9698,14,7,40,39,1227,3505,0.335876,4.31712,25122741
59.9744,14,7,40,39,1227,3505,0.335876,4.31712,25222860
59.9775,14,7,40,39,1227,3505,0.335876,4.31712,25322988
60.0464,13,8,40,39,1227,3505,0.335876,4.31723,25423055
60.044,13,8,40,39,1227,3505,0.335876,4.31723,25523123
59.9556,13,8,40,39,1227,3505,0.335876,4.31723,25623233
59.9791,13,8,40,39,1227,3505,0.335876,4.31723,25723333
60.0344,13,8,40,39,1227,3505,0.335876,4.31723,25823424
59.7104,15,10,39,39,1227,3505,0.335876,4.3176,25923537
59.896,15,10,39,39,1227,3505,0.335876,4.3176,26023655
59.9305,15,10,39,39,1227,3505,0.335876,4.3176,26123770
59.9681,15,10,39,39,1227,3505,0.335876,4.3176,26223922
59.9727,15,10,39,39,1227,3505,0.335876,4.3176,26324029
60.0709,9,8,39,39,1227,3505,0.335876,4.31752,26424137
59.9912,9,8,39,39,1227,3505,0.335876,4.31752,26524234
59.9898,9,8,39,39,1227,3505,0.335876,4.31752,26624306
60.0376,9,8,39,39,1227,3505,0.335876,4.31752,26724371
60.0281,9,8,39,39,1227,3505,0.335876,4.31752,26824442
59.8695,22,8,39,39,1227,3505,0.335876,4.31702,26924539
59.9449,22,8,39,39,1227,3505,0.335876,4.31702,27024610
59.9604,22,8,39,39,1227,3505,0.335876,4.31702,27124680
59.9621,22,8,39,39,1227,3505,0.335876,4.31702,27224751
59.9944,22,8,39,39,1227,3505,0.335876,4.31702,27324835
60.0877,12,10,39,39,987,3004,0.335876,4.31724,27424926
60.0264,12,10,39,39,987,3004,0.335876,4.31724,27524995
60.0238,12,10,39,39,987,3004,0.335876,4.31724,27625101
60.0175,12,10,39,39,987,3004,0.335876,4.31724,27725202
60.0048,12,10,39,39,987,3004,0.335876,4.31724,27825280
59.9377,9,10,40,39,987,3004,0.335876,4.31724,27925359
60.0581,9,10,40,39,987,3004,0.335876,4.31724,28025437
60.0403,9,10,40,39,987,3004,0.335876,4.31724,28125520
60.0453,9,10,40,39,987,3004,0.335876,4.31724,28225600
60.0059,9,10,40,39,987,3004,0.335876,4.31724,28325679
60.1287,13,10,40,38,987,3004,0.335876,4.31775,28425750
60.0456,13,10,40,38,987,3004,0.335876,4.31775,28525825
60.0109,13,10,40,38,987,3004,0.335876,4.31775,28625910
60.0458,13,10,40,38,987,3004,0.335876,4.31775,28725969
60.0497,13,10,40,38,987,3004,0.335876,4.31775,28826045
60.3355,19,9,40,38,987,3004,0.335876,4.31738,28926112
60.0405,19,9,40,38,987,3004,0.335876,4.31738,29026202
60.0223,19,9,40,38,987,3004,0.335876,4.31738,29126278
60.0032,19,9,40,38,987,3004,0.335876,4.31738,29226355
60.0136,19,9,40,38,987,3004,0.335876,4.31738,29326427
60.0031,9,9,40,39,987,3004,0.335876,4.31756,29426502
59.9988,9,9,40,39,987,3004,0.335876,4.31756,29526584
60.0114,9,9,40,39,987,3004,0.335876,4.31756,29626662
59.9367,9,9,40,39,987,3004,0.335876,4.31756,29726727
59.8211,9,9,40,39,987,3004,0.335876,4.31756,29826848
59.9628,14,17,40,38,683,810,0.335876,4.31783,29926960
60.1781,14,17,40,38,683,810,0.335876,4.31783,30027019
60.0276,14,17,40,38,683,810,0.335876,4.31783,30127108
59.8299,14,17,40,38,683,810,0.335876,4.31783,30227183
60.0324,14,17,40,38,683,810,0.335876,4.31783,30327288
60.0202,14,17,40,38,683,810,0.335876,4.31783,30427374
59.8724,9,16,40,38,683,810,0.335876,4.31749,30527457
59.9063,9,16,40,38,683,810,0.335876,4.31749,30627555
59.9172,9,16,40,38,683,810,0.335876,4.31749,30727637
59.9484,9,16,40,38,683,810,0.335876,4.31749,30827705
59.9922,9,16,40,38,683,810,0.335876,4.31749,30927814
59.9866,17,17,40,38,683,810,0.335876,4.31798,31027922
59.9579,17,17,40,38,683,810,0.335876,4.31798,31128040
59.9723,17,17,40,38,683,810,0.335876,4.31798,31228131
59.9941,17,17,40,38,683,810,0.335876,4.31798,31328236
59.9847,17,17,40,38,683,810,0.335876,4.31798,31428297
60.9738,13,17,40,38,683,810,0.335876,4.31798,31528376
60.3865,13,17,40,38,683,810,0.335876,4.31798,31628454
60.2852,13,17,40,38,683,810,0.335876,4.31798,31728554
60.1938,13,17,40,38,683,810,0.335876,4.31798,31828639
60.1129,13,17,40,38,683,810,0.335876,4.31798,31928750
60.2482,13,16,39,38,683,810,0.335876,4.31711,32028827
59.9453,13,16,39,38,683,810,0.335876,4.31711,32128933
60.0235,13,16,39,38,683,810,0.335876,4.31711,32229018
60.0159,13,16,39,38,683,810,0.335876,4.31711,32329123
59.8246,13,16,39,38,683,810,0.335876,4.31711,32429230
60.0384,8,17,39,38,405,324,0.335876,4.31711,32529338
60.0092,8,17,39,38,405,324,0.335876,4.31711,32629460
60.0038,8,17,39,38,405,324,0.335876,4.31711,32729526
59.8226,8,17,39,38,405,324,0.335876,4.31711,32829598
59.9972,8,17,39,38,405,324,0.335876,4.31711,32929706
61.1023,18,33,40,38,405,324,0.335876,4.31736,33029808
60.3537,18,33,40,38,405,324,0.335876,4.31736,33129866
60.2354,18,33,40,38,405,324,0.335876,4.31736,33229943
60.1802,18,33,40,38,405,324,0.335876,4.31736,33330059
60.1218,18,33,40,38,405,324,0.335876,4.31736,33430175
60.2101,14,33,40,38,405,324,0.335876,4.31784,33530241
60.0335,14,33,40,38,405,324,0.335876,4.31784,33630308
60.0366,14,33,40,38,405,324,0.335876,4.31784,33730387
60.0233,14,33,40,38,405,324,0.335876,4.31784,33830454
60.0149,14,33,40,38,405,324,0.335876,4.31784,33930528
60.3391,10,33,40,37,405,324,0.335876,4.31798,34030593
60.0559,10,33,40,37,405,324,0.335876,4.31798,34130653
60.021,10,33,40,37,405,324,0.335876,4.31798,34230716
59.9994,10,33,40,37,405,324,0.335876,4.31798,34330825
60.001,10,33,40,37,405,324,0.335876,4.31798,34430943
60.1504,11,32,40,37,405,324,0.335876,4.31784,34531005
60.0472,11,32,40,37,405,324,0.335876,4.31784,34631066
59.7039,11,32,40,37,405,324,0.335876,4.31784,34731139
59.8001,11,32,40,37,405,324,0.335876,4.31784,34831214
60.0021,11,32,40,37,405,324,0.335876,4.31784,34931274
60.0052,11,32,40,37,405,324,0.335876,4.31784,35031334
60.5834,18,33,39,38,405,324,0.335876,4.31831,35131442
60.3218,18,33,39,38,405,324,0.335876,4.31831,35231505
60.216,18,33,39,38,405,324,0.335876,4.31831,35331571
60.1576,18,33,39,38,405,324,0.335876,4.31831,35431633
60.1292,18,33,39,38,405,324,0.335876,4.31831,35531694
60.1439,12,34,39,38,405,324,0.335876,4.31807,35631764
60.0198,12,34,39,38,405,324,0.335876,4.31807,35731846
60.0206,12,34,39,38,405,324,0.335876,4.31807,35831910
60.0068,12,34,39,38,405,324,0.335876,4.31807,35931985
60.0075,12,34,39,38,405,324,0.335876,4.31807,36032069
60.2174,13,32,40,37,405,324,0.335876,4.31783,36132150
59.7332,13,32,40,37,405,324,0.335876,4.31783,36232225
60.0526,13,32,40,37,405,324,0.335876,4.31783,36332329
59.8646,13,32,40,37,405,324,0.335876,4.31783,36432395
60.036,13,32,40,37,405,324,0.335876,4.31783,36532476
60.1419,14,33,40,38,405,324,0.335876,4.31808,36632547
59.6524,14,33,40,38,405,324,0.335876,4.31808,36732606
60.0209,14,33,40,38,405,324,0.335876,4.31808,36832680
60.029,14,33,40,38,405,324,0.335876,4.31808,36932764
60.0189,14,33,40,38,405,324,0.335876,4.31808,37032828
59.9484,15,32,40,37,405,324,0.335876,4.31776,37132904
60.006,15,32,40,37,405,324,0.335876,4.31776,37232964
59.9934,15,32,40,37,405,324,0.335876,4.31776,37333029
59.9819,15,32,40,37,405,324,0.335876,4.31776,37433103
59.8673,15,32,40,37,405,324,0.335876,4.31776,37533160
60.2809,11,33,40,37,405,324,0.335876,4.31753,37633219
59.9916,11,33,40,37,405,324,0.335876,4.31753,37733289
60.0183,11,33,40,37,405,324,0.335876,4.31753,37833365
60.0022,11,33,40,37,405,324,0.335876,4.31753,37933452
60.0016,11,33,40,37,405,324,0.335876,4.31753,38033532
60.1902,13,33,40,37,405,324,0.335876,4.31731,38133610
59.4606,13,33,40,37,405,324,0.335876,4.31731,38233681
60.0257,13,33,40,37,405,324,0.335876,4.31731,38333744
59.9963,13,33,40,37,405,324,0.335876,4.31731,38433817
59.9991,13,33,40,37,405,324,0.335876,4.31731,38533913
60.0102,11,33,40,37,405,324,0.335876,4.31804,38633985
59.3448,11,33,40,37,405,324,0.335876,4.31804,38734061
59.9679,11,33,40,37,405,324,0.335876,4.31804,38834125
59.9786,11,33,40,37,405,324,0.335876,4.31804,38934234
59.9985,11,33,40,37,405,324,0.335876,4.31804,39034311
59.9896,21,33,38,37,405,324,0.335876,4.31755,39134388
59.3642,21,33,38,37,405,324,0.335876,4.31755,39234459
59.7092,21,33,38,37,405,324,0.335876,4.31755,39334537
59.9904,21,33,38,37,405,324,0.335876,4.31755,39434608
59.9928,21,33,38,37,405,324,0.335876,4.31755,39534677
60.0116,21,33,38,37,405,324,0.335876,4.31755,39634746
59.2817,12,33,38,37,405,324,0.335876,4.31749,39734816
60.008,12,33,38,37,405,324,0.335876,4.31749,39834890
60.0056,12,33,38,37,405,324,0.335876,4.31749,39934913
60.0016,12,33,38,37,405,324,0.335876,4.31749,40034981
59.9885,12,33,38,37,405,324,0.335876,4.31749,40135055
59.3697,11,33,39,37,405,324,0.335876,4.31824,40235115
60.0512,11,33,39,37,405,324,0.335876,4.31824,40335186
59.7493,11,33,39,37,405,324,0.335876,4.31824,40435265
60.0134,11,33,39,37,405,324,0.335876,4.31824,40535383
59.8835,11,33,39,37,405,324,0.335876,4.31824,40635462
60.6649,11,33,39,37,405,324,0.335876,4.3183,40735553
60.314,11,33,39,37,405,324,0.335876,4.3183,40835617
60.2115,11,33,39,37,405,324,0.335876,4.3183,40935735
59.9918,11,33,39,37,405,324,0.335876,4.3183,41035815
60.1183,11,33,39,37,405,324,0.335876,4.3183,41135929
59.9997,22,35,39,37,405,324,0.335876,4.31827,41236043
59.9826,22,35,39,37,405,324,0.335876,4.31827,41336162
60.0008,22,35,39,37,405,324,0.335876,4.31827,41436236
59.987,22,35,39,37,405,324,0.335876,4.31827,41536344
60.0092,22,35,39,37,405,324,0.335876,4.31827,41636469
59.6777,12,33,39,37,405,324,0.335876,4.31806,41736545
