os,cpu,gpu,ram,kernel,driver
Arch Linux,Intel Core i5-4670K CPU @ 3.40GHz,,16304492,5.11.11-zen1-1-zen,4.6 Mesa 21.0.1
fps,frametime,cpu_load,gpu_load,cpu_temp,gpu_temp,gpu_core_clock,gpu_mem_clock,gpu_vram_used,ram_used,elapsed
38.591,33308,41.9355,0,65,73,1000,1500,2.50951,6.93058,176379
39.0133,33313,41.9355,0,65,73,1000,1500,2.50951,6.93058,100240999
39.2389,16669,41.9355,0,65,73,1000,1500,2.50951,6.93058,200308472
38.7141,33378,32.7434,0,65,72,1000,1500,2.50951,6.93113,300378087
40.0036,16580,32.7434,0,65,72,1000,1500,2.50951,6.93113,400435372
36.9085,33443,32.7434,0,65,72,1000,1500,2.50951,6.93113,500545154
37.8972,16594,32.7434,0,65,72,1000,1500,2.50951,6.93113,600603342
37.4995,33383,32.7434,0,65,72,1000,1500,2.50951,6.93113,700670541
37.9728,17016,33.8384,0,65,73,1000,1500,2.49385,6.93016,800739555
34.3858,33347,33.8384,0,65,73,1000,1500,2.49385,6.93016,901504829
36.9715,16667,33.8384,0,65,73,1000,1500,2.49385,6.93016,1001561867
36.7088,16672,33.8384,0,65,73,1000,1500,2.49385,6.93016,1101646315
36.0305,33332,33.8384,0,65,73,1000,1500,2.49385,6.93016,1201701950
36.7981,33343,28.9855,0,59,73,1000,1500,2.50951,6.93124,1301983459
36.0027,33333,28.9855,0,59,73,1000,1500,2.50951,6.93124,1402053289
38.1838,16656,28.9855,0,59,73,1000,1500,2.50951,6.93124,1502111302
36.6562,33313,28.9855,0,59,73,1000,1500,2.50951,6.93124,1602167461
36.5201,33357,28.9855,0,59,73,1000,1500,2.50951,6.93124,1702227227
35.9994,33366,31,0,59,73,1000,1500,2.49385,6.93036,1802283033
