os,cpu,gpu,ram,kernel,driver
Arch Linux,Intel Core i5-4670K CPU @ 3.40GHz,,16304496,5.11.2-zen1-1-zen,4.6 Mesa 20.3.4
fps,frametime,cpu_load,gpu_load,cpu_temp,gpu_temp,gpu_core_clock,gpu_mem_clock,gpu_vram_used,ram_used,elapsed
5.97213,223999,100,0,67,53,1000,1500,2.86563,7.37991,15953768
5.97213,223999,100,0,67,53,1000,1500,2.86563,7.37991,116011713
4.89189,204420,100,0,67,53,1000,1500,2.86563,7.37991,216147988
4.89189,204420,100,0,67,53,1000,1500,2.86563,7.37991,316206850
5.1774,181874,100,0,67,53,1000,1500,2.86563,7.37991,416268436
5.1774,181874,100,0,67,53,1000,1500,2.86563,7.37991,516328562
5.36531,172854,100,0,67,53,1000,1500,2.86706,7.39042,616396306
5.36531,172854,100,0,67,53,1000,1500,2.86706,7.39042,716456803
3.94114,253734,100,0,67,53,1000,1500,2.86706,7.39042,816516170
3.94114,253734,100,0,67,53,1000,1500,2.86706,7.39042,916577162
3.94114,253734,100,0,67,53,1000,1500,2.86706,7.39042,1016681382
3.94114,253734,100,0,67,53,1000,1500,2.86706,7.39042,1116742105
3.94114,253734,100,0,67,53,1000,1500,2.86706,7.39042,1216797887
0,82480007251,100,0,67,53,1000,1500,2.86706,7.39042,1316853537
0,82480007251,98.6755,0,69,53,1000,1500,2.92104,7.11201,1417181549
5.37092,186188,98.6755,0,69,53,1000,1500,2.92104,7.11201,1517594365
5.37092,186188,98.6755,0,69,53,1000,1500,2.92104,7.11201,1617706419
7.05811,96794,98.6755,0,69,53,1000,1500,2.92104,7.11201,1717741389
7.83329,85598,98.4694,0,67,53,1000,1500,2.91648,7.11652,1818324682
10.1132,98881,98.4694,0,67,53,1000,1500,2.91648,7.11652,1918381576
10.1132,98881,98.4694,0,67,53,1000,1500,2.91648,7.11652,2018438031
8.23679,143932,98.4694,0,67,53,1000,1500,2.91648,7.11652,2120749957
8.9209,93476,98.4694,0,67,53,1000,1500,2.91648,7.11652,2220811122
8.45328,136900,98.4694,0,67,53,1000,1500,2.91648,7.11652,2322244667
8.45328,136900,98.4694,0,67,53,1000,1500,2.91648,7.11652,2422305656
7.60536,184242,98.8462,0,67,53,1000,1500,2.9457,6.86303,2522366325
7.60536,184242,98.8462,0,67,53,1000,1500,2.9457,6.86303,2622424601
5.94036,168340,98.8462,0,67,53,1000,1500,2.9457,6.86303,2723898367
6.17143,155734,98.8462,0,67,53,1000,1500,2.9457,6.86303,2825362649
6.68683,124569,98.8462,0,67,53,1000,1500,2.9457,6.86303,2925405791
7.69656,71070,99.0431,0,67,53,1000,1500,2.9323,6.90356,3025463091
8.50304,117605,99.0431,0,67,53,1000,1500,2.9323,6.90356,3125514986
11.2327,60446,99.0431,0,67,53,1000,1500,2.9323,6.90356,3225570919
10.3162,112754,99.0431,0,67,53,1000,1500,2.9323,6.90356,3325638681
11.5582,74989,99.0431,0,67,53,1000,1500,2.9323,6.90356,3425696021
11.684,80929,98.5366,0,67,53,1000,1500,2.93279,6.90675,3525739935
9.8956,101055,98.5366,0,67,53,1000,1500,2.93279,6.90675,3625797512
8.83986,125193,98.5366,0,67,53,1000,1500,2.93279,6.90675,3725855952
10.2544,66310,98.5366,0,67,53,1000,1500,2.93279,6.90675,3827441746
10.2544,66310,98.5366,0,67,53,1000,1500,2.93279,6.90675,3928444085
8.71469,166437,98.5366,0,67,53,1000,1500,2.93279,6.90675,4028503476
8.36886,138458,97.8992,0,67,53,1000,1500,2.96355,6.93663,4135748731
12.4431,80366,97.8992,0,67,53,1000,1500,2.96355,6.93663,4235806155
9.71293,125545,97.8992,0,67,53,1000,1500,2.96355,6.93663,4335901928
10.8354,70958,97.8992,0,67,53,1000,1500,2.96355,6.93663,4436006903
10.8354,70958,97.8992,0,67,53,1000,1500,2.96355,6.93663,4536067009
8.36957,201053,97.8992,0,67,53,1000,1500,2.96355,6.93663,4636127769
8.13936,136377,98.4064,0,68,53,1000,1500,2.96306,6.95278,4736188839
8.13936,136377,98.4064,0,68,53,1000,1500,2.96306,6.95278,4839153361
10.0063,59947,98.4064,0,68,53,1000,1500,2.96306,6.95278,4939454146
10.0063,59947,98.4064,0,68,53,1000,1500,2.96306,6.95278,5039568522
10.0063,59947,98.4064,0,68,53,1000,1500,2.96306,6.95278,5139632591
6.36722,271288,98.4064,0,68,53,1000,1500,2.96306,6.95278,5240384835
6.36722,271288,98.4064,0,68,53,1000,1500,2.96306,6.95278,5340577747
5.58099,245556,98.5663,0,68,54,1000,1500,2.96021,7.01476,5440638849
5.58099,245556,98.5663,0,68,54,1000,1500,2.96021,7.01476,5540706967
5.36328,186453,98.5663,0,68,54,1000,1500,2.96021,7.01476,5640761304
5.36328,186453,98.5663,0,68,54,1000,1500,2.96021,7.01476,5740820594
5.78824,159075,98.5663,0,68,54,1000,1500,2.96021,7.01476,5840877914
6.16742,140899,98.5663,0,68,54,1000,1500,2.96021,7.01476,5940933955
6.54558,124672,98.5663,0,68,54,1000,1500,2.96021,7.01476,6040996346
6.54558,124672,97.9675,0,70,53,1000,1500,2.95874,7.01852,6141081673
6.28014,159232,97.9675,0,70,53,1000,1500,2.95874,7.01852,6241141041
6.87295,131764,97.9675,0,70,53,1000,1500,2.95874,7.01852,6341246615
6.87295,131764,97.9675,0,70,53,1000,1500,2.95874,7.01852,6441320013
6.64281,160620,97.9675,0,70,53,1000,1500,2.95874,7.01852,6541397189
6.64281,160620,97.9675,0,70,53,1000,1500,2.95874,7.01852,6641588853
6.54574,159468,98.3402,0,70,53,1000,1500,2.94055,7.07406,6741646191
6.33561,157838,98.3402,0,70,53,1000,1500,2.94055,7.07406,6841704380
6.33561,157838,98.3402,0,70,53,1000,1500,2.94055,7.07406,6941742516
6.12875,168493,98.3402,0,70,53,1000,1500,2.94055,7.07406,7041800292
6.24733,153874,98.3402,0,70,53,1000,1500,2.94055,7.07406,7141861499
6.24733,153874,98.3402,0,70,53,1000,1500,2.94055,7.07406,7241919599
6.2773,157012,98.0159,0,68,53,1000,1500,2.9408,7.06774,7341988583
6.2773,157012,98.0159,0,68,53,1000,1500,2.9408,7.06774,7442047124
5.59068,178869,98.0159,0,68,53,1000,1500,2.9408,7.06774,7542119050
8.39833,77742,98.0159,0,68,53,1000,1500,2.9408,7.06774,7642178908
8.39833,77742,98.0159,0,68,53,1000,1500,2.9408,7.06774,7742235381
8.32754,123120,98.0159,0,68,53,1000,1500,2.9408,7.06774,7842418592
8.32754,123120,98.0159,0,68,53,1000,1500,2.9408,7.06774,7942476112
7.35009,199930,97.8022,0,69,53,1000,1500,2.93304,7.08565,8042535084
7.35009,199930,97.8022,0,69,53,1000,1500,2.93304,7.08565,8142594935
7.35009,199930,97.8022,0,69,53,1000,1500,2.93304,7.08565,8242655997
3.12612,319885,97.8022,0,69,53,1000,1500,2.93304,7.08565,8342712595
4.21792,154282,97.8022,0,69,53,1000,1500,2.93304,7.08565,8444944032
4.21792,154282,97.8022,0,69,53,1000,1500,2.93304,7.08565,8545328954
5.02938,122328,96.1702,0,69,53,1000,1500,2.93329,7.10079,8645388745
5.02938,122328,96.1702,0,69,53,1000,1500,2.93329,7.10079,8745448451
3.8484,259848,96.1702,0,69,53,1000,1500,2.93329,7.10079,8845755447
3.8484,259848,96.1702,0,69,53,1000,1500,2.93329,7.10079,8947261505
4.38753,195989,96.1702,0,69,53,1000,1500,2.93329,7.10079,9047323255
4.38753,195989,96.1702,0,69,53,1000,1500,2.93329,7.10079,9147490767
4.38753,195989,96.1702,0,69,53,1000,1500,2.93329,7.10079,9247552871
4.33062,236905,99.278,0,66,53,1000,1500,2.87157,7.43287,9347713847
4.33062,236905,99.278,0,66,53,1000,1500,2.87157,7.43287,9447899977
